일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액,연도,월,일,요일,요일명,연도월,분기
2014-03-12,251,-4.38,-1.71,254.52,254.75,250.75,75958,3394220,975132159,2014,3,12,2,수,2014.3,1
2014-03-13,251,-0.02,-0.01,252.14,252.96,250.97,76668,3601741,975087272,2014,3,13,3,목,2014.3,1
2014-03-14,249,-2.07,-0.82,248.56,250.12,248.2,69090,3186179,967522027,2014,3,14,4,금,2014.3,1
2014-03-17,250,1.13,0.45,249.12,250.26,248.86,59057,2582959,972359779,2014,3,17,0,월,2014.3,1
2014-03-18,251,1.72,0.69,252.05,252.75,250.59,60883,2772313,978826136,2014,3,18,1,화,2014.3,1
2014-03-19,251,-0.55,-0.22,252.81,252.99,251.07,63957,2690344,976718639,2014,3,19,2,수,2014.3,1
2014-03-20,248,-2.64,-1.05,250.88,251.0,248.68,62124,2689650,966677613,2014,3,20,3,목,2014.3,1
2014-03-21,250,2.0,0.8,250.17,250.81,249.76,63811,2715628,974353927,2014,3,21,4,금,2014.3,1
2014-03-24,252,1.63,0.65,250.89,252.84,250.87,60235,2522436,980630385,2014,3,24,0,월,2014.3,1
2014-03-25,251,-0.75,-0.3,251.6,252.31,250.88,66631,3022851,978918591,2014,3,25,1,화,2014.3,1
2014-03-26,255,3.52,1.4,253.55,255.4,253.36,70211,3192231,991622530,2014,3,26,2,수,2014.3,1
2014-03-27,257,2.18,0.85,254.83,257.49,254.76,66750,3191086,999494423,2014,3,27,3,목,2014.3,1
2014-03-28,257,0.18,0.07,256.37,258.07,255.96,54783,2664766,1000555669,2014,3,28,4,금,2014.3,1
2014-03-31,258,0.67,0.26,258.54,258.71,256.3,70005,3661546,1003315338,2014,3,31,0,월,2014.3,1
2014-04-01,258,0.84,0.33,257.88,259.01,256.78,65182,3221069,1006387441,2014,4,1,1,화,2014.4,2
2014-04-02,259,0.75,0.29,260.14,260.34,259.33,68687,3210630,1008926521,2014,4,2,2,수,2014.4,2
2014-04-03,259,-0.36,-0.14,259.99,261.49,259.07,69461,3426166,1007416848,2014,4,3,3,목,2014.4,2
2014-04-04,259,0.13,0.05,259.21,260.35,258.98,60463,3236559,1008019178,2014,4,4,4,금,2014.4,2
2014-04-07,259,0.42,0.16,259.03,260.09,258.16,55819,2984038,1009476788,2014,4,7,0,월,2014.4,2
2014-04-08,260,0.58,0.22,258.15,260.85,258.15,60641,3072533,1011072504,2014,4,8,1,화,2014.4,2
2014-04-09,261,0.74,0.28,261.18,261.55,260.31,88112,3970591,1014373621,2014,4,9,2,수,2014.4,2
2014-04-10,262,1.2,0.46,262.4,262.57,260.62,69196,3404076,1019104805,2014,4,10,3,목,2014.4,2
2014-04-11,260,-1.88,-0.72,259.1,260.53,259.08,59844,2814914,1012285664,2014,4,11,4,금,2014.4,2
2014-04-14,260,-0.02,-0.01,260.02,261.21,259.92,51721,2310164,1011906261,2014,4,14,0,월,2014.4,2
2014-04-15,259,-0.77,-0.3,262.22,262.29,259.46,59520,2812929,1009024645,2014,4,15,1,화,2014.4,2
2014-04-16,259,0.09,0.03,260.03,260.44,258.96,54098,2539568,1009162672,2014,4,16,2,수,2014.4,2
2014-04-17,259,-0.17,-0.07,260.96,261.08,258.63,54371,2205515,1009080992,2014,4,17,3,목,2014.4,2
2014-04-18,261,1.86,0.72,260.65,261.69,260.6,48579,2176143,1015763756,2014,4,18,4,금,2014.4,2
2014-04-21,260,-0.62,-0.24,261.77,261.87,260.06,41415,1579588,1013129191,2014,4,21,0,월,2014.4,2
2014-04-22,261,0.65,0.25,261.17,261.66,259.83,61077,2437936,1015569292,2014,4,22,1,화,2014.4,2
2014-04-23,261,-0.35,-0.13,262.37,262.87,260.93,76561,3484024,1013673348,2014,4,23,2,수,2014.4,2
2014-04-24,261,-0.12,-0.05,262.09,262.22,260.39,67308,2950617,1013186238,2014,4,24,3,목,2014.4,2
2014-04-25,257,-3.66,-1.4,260.83,260.86,257.42,61353,3124225,998816791,2014,4,25,4,금,2014.4,2
2014-04-28,256,-0.62,-0.24,256.95,257.97,256.8,56167,2335904,996968901,2014,4,28,0,월,2014.4,2
2014-04-29,255,-1.0,-0.39,257.52,257.74,255.16,53837,2457796,993977748,2014,4,29,1,화,2014.4,2
2014-04-30,255,-0.47,-0.18,257.16,257.29,254.28,65986,3213339,992002302,2014,4,30,2,수,2014.4,2
2014-05-02,255,-0.26,-0.1,256.08,256.49,254.79,54123,2702481,990620455,2014,5,2,4,금,2014.5,2
2014-05-07,252,-2.72,-1.07,255.83,255.88,252.35,60557,3020410,980108930,2014,5,7,2,수,2014.5,2
2014-05-08,253,1.49,0.59,253.31,253.85,251.72,59471,3235737,986213247,2014,5,8,3,목,2014.5,2
2014-05-09,254,0.47,0.19,254.2,254.8,253.45,49656,2729065,988982732,2014,5,9,4,금,2014.5,2
2014-05-12,255,1.49,0.59,254.23,256.11,253.44,58445,3048765,993626630,2014,5,12,0,월,2014.5,2
2014-05-13,258,2.6,1.02,256.99,259.27,256.58,60698,2945752,1003298613,2014,5,13,1,화,2014.5,2
2014-05-14,262,4.03,1.56,259.63,262.43,259.57,57235,2927873,1018793189,2014,5,14,2,수,2014.5,2
2014-05-15,262,-0.03,-0.01,261.98,263.17,261.82,60167,2592941,1018504701,2014,5,15,3,목,2014.5,2
2014-05-16,262,0.57,0.22,261.45,262.97,260.64,57490,3222023,1020939810,2014,5,16,4,금,2014.5,2
2014-05-19,263,0.45,0.17,262.88,263.5,261.25,66141,3328734,1022487428,2014,5,19,0,월,2014.5,2
2014-05-20,263,-0.38,-0.14,262.97,263.38,262.07,59785,2943431,1020785993,2014,5,20,1,화,2014.5,2
2014-05-21,262,-0.64,-0.24,261.9,263.58,261.56,53825,2572250,1018784551,2014,5,21,2,수,2014.5,2
2014-05-22,263,0.93,0.35,263.41,264.5,262.8,66934,2775533,1021988484,2014,5,22,3,목,2014.5,2
2014-05-23,263,0.09,0.03,262.8,263.63,262.59,53469,2239159,1022297273,2014,5,23,4,금,2014.5,2
2014-05-26,262,-1.09,-0.41,263.14,263.87,261.99,45733,1981248,1018453447,2014,5,26,0,월,2014.5,2
2014-05-27,260,-1.97,-0.75,262.92,263.22,259.31,46544,2038019,1011201877,2014,5,27,1,화,2014.5,2
2014-05-28,263,2.65,1.02,260.83,263.01,260.46,52057,2493271,1021288939,2014,5,28,2,수,2014.5,2
2014-05-29,262,-0.44,-0.17,263.61,263.98,262.15,57989,2815878,1018863559,2014,5,29,3,목,2014.5,2
2014-05-30,259,-2.63,-1.0,263.07,263.68,259.93,90314,4162040,1009395836,2014,5,30,4,금,2014.5,2
2014-06-02,261,1.46,0.56,260.49,261.92,260.49,52325,2140897,1014146079,2014,6,2,0,월,2014.6,2
2014-06-03,262,0.82,0.31,262.1,262.32,260.07,73581,3846250,1018216781,2014,6,3,1,화,2014.6,2
2014-06-05,260,-1.66,-0.63,262.27,262.28,259.31,80374,4271364,1011343656,2014,6,5,3,목,2014.6,2
2014-06-09,259,-0.88,-0.34,261.97,262.45,259.18,64803,3726632,1008165677,2014,6,9,0,월,2014.6,2
2014-06-10,262,2.96,1.14,261.24,262.77,260.36,58609,2990354,1019492215,2014,6,10,1,화,2014.6,2
2014-06-11,262,-0.02,-0.01,262.19,263.19,261.58,62390,2972615,1020067015,2014,6,11,2,수,2014.6,2
2014-06-12,262,-0.61,-0.23,262.57,262.83,260.83,64444,3228027,1017757360,2014,6,12,3,목,2014.6,2
2014-06-13,258,-3.26,-1.24,261.09,261.11,257.89,49990,2730418,1017979636,2014,6,13,4,금,2014.6,2
2014-06-16,259,0.68,0.26,258.16,259.7,258.04,57204,3657058,1019741014,2014,6,16,0,월,2014.6,2
2014-06-17,260,1.0,0.39,259.57,260.74,259.02,57920,2797209,1024054958,2014,6,17,1,화,2014.6,2
2014-06-18,258,-1.73,-0.66,260.46,260.46,258.31,52470,2691221,1017526311,2014,6,18,2,수,2014.6,2
2014-06-19,258,0.13,0.05,259.19,259.95,258.15,59346,3187185,1018737451,2014,6,19,3,목,2014.6,2
2014-06-20,255,-3.52,-1.36,258.65,258.7,255.03,68582,4044217,1004723911,2014,6,20,4,금,2014.6,2
2014-06-23,256,1.46,0.57,256.43,257.55,256.0,52712,2647069,1009324621,2014,6,23,0,월,2014.6,2
2014-06-24,259,2.98,1.16,257.1,260.38,257.04,65843,2867377,1020722141,2014,6,24,1,화,2014.6,2
2014-06-25,258,-1.59,-0.61,259.51,259.72,257.99,57619,2600705,1014431050,2014,6,25,2,수,2014.6,2
2014-06-26,260,1.87,0.72,258.2,260.46,258.11,62559,3132662,1021509882,2014,6,26,3,목,2014.6,2
2014-06-27,258,-1.25,-0.48,259.28,260.13,258.25,53438,2792370,1014323320,2014,6,27,4,금,2014.6,2
2014-06-30,260,1.78,0.69,259.81,260.64,259.14,51516,2372968,1021358675,2014,6,30,0,월,2014.6,2
2014-07-01,259,-0.82,-0.31,259.14,259.93,258.49,50687,2264561,1018301096,2014,7,1,1,화,2014.7,3
2014-07-02,262,2.3,0.89,261.01,262.23,260.19,67559,2954723,1026727217,2014,7,2,2,수,2014.7,3
2014-07-03,261,-0.91,-0.35,262.03,262.03,260.71,56223,2670362,1023730731,2014,7,3,3,목,2014.7,3
2014-07-04,260,-0.5,-0.19,262.09,262.09,260.08,47254,2262920,1022618507,2014,7,4,4,금,2014.7,3
2014-07-07,259,-0.68,-0.26,260.18,260.48,258.88,47814,2292309,1020072574,2014,7,7,0,월,2014.7,3
2014-07-08,259,-0.02,-0.01,259.7,260.76,258.74,46763,2541449,1020308652,2014,7,8,1,화,2014.7,3
2014-07-09,258,-1.06,-0.41,258.6,259.01,257.83,56681,2880118,1016364197,2014,7,9,2,수,2014.7,3
2014-07-10,259,0.3,0.12,259.4,259.73,258.74,57226,2775156,1017554902,2014,7,10,3,목,2014.7,3
2014-07-11,256,-2.45,-0.95,257.14,257.81,256.23,54163,2793072,1009349748,2014,7,11,4,금,2014.7,3
2014-07-14,257,0.55,0.21,258.11,258.59,257.27,51372,2299096,1011531069,2014,7,14,0,월,2014.7,3
2014-07-15,260,3.13,1.22,258.87,260.79,258.79,66257,3046699,1026829689,2014,7,15,1,화,2014.7,3
2014-07-16,260,0.42,0.16,260.85,261.19,260.27,67664,3043617,1028138563,2014,7,16,2,수,2014.7,3
2014-07-17,261,1.11,0.43,261.8,262.65,261.52,71866,3039347,1032306800,2014,7,17,3,목,2014.7,3
2014-07-18,261,-0.27,-0.1,259.97,261.68,259.78,82260,2819645,1031402065,2014,7,18,4,금,2014.7,3
2014-07-21,261,-0.15,-0.06,262.88,263.33,261.26,54653,2436216,1030804657,2014,7,21,0,월,2014.7,3
2014-07-22,262,1.35,0.52,261.94,262.86,261.39,52129,2349615,1036084059,2014,7,22,1,화,2014.7,3
2014-07-23,262,-0.3,-0.11,263.34,263.67,262.0,84366,3241099,1035216890,2014,7,23,2,수,2014.7,3
2014-07-24,262,0.16,0.06,263.28,263.72,261.86,90697,3675552,1035418687,2014,7,24,3,목,2014.7,3
2014-07-25,263,0.75,0.29,263.13,263.84,262.55,69724,3154251,1039294959,2014,7,25,4,금,2014.7,3
2014-07-28,265,2.06,0.78,263.77,266.4,263.74,90745,3681483,1047862286,2014,7,28,0,월,2014.7,3
2014-07-29,268,2.48,0.93,266.2,268.31,266.04,107138,4886359,1056671284,2014,7,29,1,화,2014.7,3
2014-07-30,271,3.16,1.18,268.44,272.83,268.21,113709,5463467,1068371961,2014,7,30,2,수,2014.7,3
2014-07-31,269,-1.49,-0.55,270.93,272.12,269.15,102611,4975444,1064642784,2014,7,31,3,목,2014.7,3
2014-08-01,268,-1.12,-0.42,268.01,269.88,267.8,80937,4176010,1062002895,2014,8,1,4,금,2014.8,3
2014-08-04,269,1.09,0.41,269.66,270.09,267.9,67252,3076485,1065502833,2014,8,4,0,월,2014.8,3
2014-08-05,267,-2.02,-0.75,268.92,269.14,266.54,87506,3111459,1057895851,2014,8,5,1,화,2014.8,3
2014-08-06,266,-1.03,-0.38,267.12,267.85,265.92,94605,4034406,1054810141,2014,8,6,2,수,2014.8,3
2014-08-07,265,-0.96,-0.36,266.73,266.94,264.76,63545,2768084,1051010304,2014,8,7,3,목,2014.8,3
2014-08-08,262,-3.62,-1.36,264.74,265.08,261.53,72439,3387053,1037319483,2014,8,8,4,금,2014.8,3
2014-08-11,263,1.3,0.5,264.59,264.59,262.99,61273,2761454,1042027832,2014,8,11,0,월,2014.8,3
2014-08-12,263,0.02,0.01,264.54,265.75,263.08,70309,2866036,1042981137,2014,8,12,1,화,2014.8,3
2014-08-13,265,2.57,0.98,264.14,265.91,263.3,70976,3261151,1053799898,2014,8,13,2,수,2014.8,3
2014-08-14,265,-0.03,-0.01,266.47,267.37,264.94,63804,3007977,1053996658,2014,8,14,3,목,2014.8,3
2014-08-18,264,-1.64,-0.62,267.03,267.29,264.24,60713,2743576,1047556388,2014,8,18,0,월,2014.8,3
2014-08-19,266,2.38,0.9,266.07,267.17,265.87,68137,3166297,1057244405,2014,8,19,1,화,2014.8,3
2014-08-20,266,0.17,0.06,268.03,268.28,265.52,70813,3463561,1058372243,2014,8,20,2,수,2014.8,3
2014-08-21,262,-4.26,-1.6,265.98,266.12,262.14,70916,3467116,1042121863,2014,8,21,3,목,2014.8,3
2014-08-22,264,1.73,0.66,263.08,264.43,262.8,54837,2545147,1048857749,2014,8,22,4,금,2014.8,3
2014-08-25,264,0.2,0.08,262.89,264.69,262.19,57892,2444708,1050318138,2014,8,25,0,월,2014.8,3
2014-08-26,265,0.68,0.26,265.51,266.07,264.97,60690,2674285,1053526540,2014,8,26,1,화,2014.8,3
2014-08-27,265,0.74,0.28,266.12,267.04,265.42,73632,3262967,1056785810,2014,8,27,2,수,2014.8,3
2014-08-28,266,0.31,0.12,267.24,268.13,265.66,57040,2803119,1057292040,2014,8,28,3,목,2014.8,3
2014-08-29,265,-0.78,-0.29,265.38,266.1,264.03,61095,3071988,1053698149,2014,8,29,4,금,2014.8,3
2014-09-01,265,-0.14,-0.05,265.28,265.93,264.58,54168,2322433,1053625690,2014,9,1,0,월,2014.9,3
2014-09-02,262,-2.66,-1.0,264.96,265.0,262.29,58036,2977383,1044151256,2014,9,2,1,화,2014.9,3
2014-09-03,262,-0.34,-0.13,262.49,263.02,260.87,78813,3704242,1043572153,2014,9,3,2,수,2014.9,3
2014-09-04,263,0.92,0.35,263.52,264.41,262.37,68756,3216193,1046819307,2014,9,4,3,목,2014.9,3
2014-09-05,262,-1.1,-0.42,262.9,263.64,261.34,54456,2830463,1042382042,2014,9,5,4,금,2014.9,3
2014-09-11,259,-2.29,-0.87,261.72,262.45,259.8,66346,4107985,1033433156,2014,9,11,3,목,2014.9,3
2014-09-12,261,1.59,0.61,261.01,262.29,260.54,54095,2891998,1041376105,2014,9,12,4,금,2014.9,3
2014-09-15,260,-0.83,-0.32,260.92,261.2,259.6,49203,2260569,1038772152,2014,9,15,0,월,2014.9,3
2014-09-16,261,0.89,0.34,261.14,261.94,260.58,48354,2153093,1042210598,2014,9,16,1,화,2014.9,3
2014-09-17,264,2.56,0.98,262.71,264.01,262.56,54245,2532533,1052621108,2014,9,17,2,수,2014.9,3
2014-09-18,261,-2.29,-0.87,263.35,264.3,261.27,66606,4213503,1043906936,2014,9,18,3,목,2014.9,3
2014-09-19,262,0.59,0.23,262.99,263.64,262.29,83957,3894784,1046368673,2014,9,19,4,금,2014.9,3
2014-09-22,260,-2.16,-0.82,262.06,262.1,259.16,45658,2497222,1038324374,2014,9,22,0,월,2014.9,3
2014-09-23,258,-1.66,-0.64,258.53,259.63,258.11,59132,3514340,1032596526,2014,9,23,1,화,2014.9,3
2014-09-24,258,0.39,0.15,257.81,258.98,256.88,59343,3405128,1035285507,2014,9,24,2,수,2014.9,3
2014-09-25,258,-0.42,-0.16,260.25,260.36,257.88,64473,3559633,1034291878,2014,9,25,3,목,2014.9,3
2014-09-26,258,-0.13,-0.05,256.41,258.34,256.25,55003,2857012,1032868310,2014,9,26,4,금,2014.9,3
2014-09-29,257,-0.38,-0.15,258.95,259.12,257.38,66201,3338777,1030877612,2014,9,29,0,월,2014.9,3
2014-09-30,256,-1.18,-0.46,257.37,258.14,255.09,63851,3460522,1026756029,2014,9,30,1,화,2014.9,3
2014-10-01,252,-3.96,-1.54,255.78,255.81,252.65,70721,3262608,1011709712,2014,10,1,2,수,2014.10,4
2014-10-02,250,-2.75,-1.09,252.09,252.2,249.22,72612,3638916,1001796160,2014,10,2,3,목,2014.10,4
2014-10-06,249,-0.87,-0.35,251.59,251.66,249.1,73536,3726697,996152596,2014,10,6,0,월,2014.10,4
2014-10-07,249,0.74,0.3,250.9,251.49,249.07,67298,2871239,998784689,2014,10,7,1,화,2014.10,4
2014-10-08,248,-1.57,-0.63,247.89,249.87,247.88,56217,2963470,993956434,2014,10,8,2,수,2014.10,4
2014-10-10,245,-3.3,-1.33,246.48,246.48,243.85,62335,3410438,981598325,2014,10,10,4,금,2014.10,4
2014-10-13,244,-0.88,-0.36,241.95,244.68,241.86,66687,3044923,976667833,2014,10,13,0,월,2014.10,4
2014-10-14,244,0.29,0.12,245.27,246.07,244.2,67997,3255766,977051318,2014,10,14,1,화,2014.10,4
2014-10-15,243,-0.6,-0.25,244.91,245.85,242.95,65318,3140454,974561669,2014,10,15,2,수,2014.10,4
2014-10-16,242,-1.08,-0.44,241.98,243.31,241.17,71172,3706423,970652102,2014,10,16,3,목,2014.10,4
2014-10-17,239,-2.95,-1.22,243.26,243.29,239.43,74576,3536891,960278906,2014,10,17,4,금,2014.10,4
2014-10-20,243,4.06,1.69,242.36,244.34,242.08,52795,2550068,975827834,2014,10,20,0,월,2014.10,4
2014-10-21,241,-2.42,-0.99,242.73,242.73,240.91,63162,3236092,967419580,2014,10,21,1,화,2014.10,4
2014-10-22,244,2.64,1.09,244.43,244.46,242.43,61462,3193299,977942681,2014,10,22,2,수,2014.10,4
2014-10-23,243,-0.74,-0.3,243.45,245.02,242.32,58955,3192786,974744417,2014,10,23,3,목,2014.10,4
2014-10-24,242,-0.47,-0.19,244.75,244.76,241.25,88302,4048210,972605072,2014,10,24,4,금,2014.10,4
2014-10-27,243,0.98,0.4,244.02,244.94,243.52,65959,2958681,975795547,2014,10,27,0,월,2014.10,4
2014-10-28,243,-0.59,-0.24,244.26,244.42,242.93,59980,2812411,972743788,2014,10,28,1,화,2014.10,4
2014-10-29,248,5.34,2.19,245.16,248.7,244.18,97393,4349418,992800072,2014,10,29,2,수,2014.10,4
2014-10-30,248,0.2,0.08,248.01,248.91,246.76,72499,4030705,992334746,2014,10,30,3,목,2014.10,4
2014-10-31,250,1.61,0.65,249.55,250.73,247.96,76870,4481237,996328524,2014,10,31,4,금,2014.10,4
2014-11-03,248,-1.76,-0.7,249.79,250.01,247.9,68495,3482238,990217313,2014,11,3,0,월,2014.11,4
2014-11-04,246,-2.18,-0.88,248.15,249.19,245.59,81763,3881969,982012466,2014,11,4,1,화,2014.11,4
2014-11-05,245,-0.65,-0.26,246.83,247.66,245.28,68314,3096386,980139966,2014,11,5,2,수,2014.11,4
2014-11-06,247,1.33,0.54,246.04,247.65,245.17,67675,3302458,984365609,2014,11,6,3,목,2014.11,4
2014-11-07,247,0.2,0.08,247.05,248.04,246.5,57976,2787132,985837430,2014,11,7,4,금,2014.11,4
2014-11-10,250,3.25,1.31,249.16,251.37,249.11,67041,3511968,997251913,2014,11,10,0,월,2014.11,4
2014-11-11,250,-0.19,-0.08,250.41,251.07,249.99,58415,3293659,998781595,2014,11,11,1,화,2014.11,4
2014-11-12,251,0.81,0.32,250.76,252.2,250.29,73323,3449950,1001064337,2014,11,12,2,수,2014.11,4
2014-11-13,250,-1.15,-0.46,251.59,251.98,249.28,72729,3025838,997057967,2014,11,13,3,목,2014.11,4
2014-11-14,248,-1.93,-0.77,249.84,249.84,247.33,63205,2989809,989648335,2014,11,14,4,금,2014.11,4
2014-11-17,248,0.12,0.05,247.73,248.92,246.97,63262,2938792,989479606,2014,11,17,0,월,2014.11,4
2014-11-18,250,2.35,0.95,249.45,250.96,249.45,59583,2783705,999827978,2014,11,18,1,화,2014.11,4
2014-11-19,250,-0.32,-0.13,251.71,251.71,249.4,70737,3688994,990759561,2014,11,19,2,수,2014.11,4
2014-11-20,248,-1.37,-0.55,249.43,249.76,248.36,86159,3335795,993486124,2014,11,20,3,목,2014.11,4
2014-11-21,249,0.94,0.38,250.14,250.45,249.25,72381,3013392,997610478,2014,11,21,4,금,2014.11,4
2014-11-24,252,2.44,0.98,252.52,253.05,251.83,94992,4261313,1005858444,2014,11,24,0,월,2014.11,4
2014-11-25,251,-0.62,-0.25,252.9,252.92,251.71,79998,3967524,1004723304,2014,11,25,1,화,2014.11,4
2014-11-26,252,0.28,0.11,252.59,252.6,250.87,72469,2925772,1005324206,2014,11,26,2,수,2014.11,4
2014-11-27,253,1.3,0.52,254.13,254.57,253.3,93043,4410722,1009005805,2014,11,27,3,목,2014.11,4
2014-11-28,253,0.4,0.16,253.6,253.98,252.7,67307,2901085,1010849317,2014,11,28,4,금,2014.11,4
2014-12-01,251,-2.11,-0.83,252.09,252.15,250.86,79209,3406870,1002327327,2014,12,1,0,월,2014.12,4
2014-12-02,251,-0.18,-0.07,250.69,251.44,250.12,67720,2677512,1001547658,2014,12,2,1,화,2014.12,4
2014-12-03,251,0.24,0.1,251.94,252.51,251.13,52747,2244460,1002915125,2014,12,3,2,수,2014.12,4
2014-12-04,254,2.41,0.96,252.48,254.31,252.43,59999,2677876,1012503160,2014,12,4,3,목,2014.12,4
2014-12-05,254,0.18,0.07,254.08,254.58,253.8,73556,2563608,1013012302,2014,12,5,4,금,2014.12,4
2014-12-08,253,-0.53,-0.21,254.49,254.68,253.38,46985,2220952,1010059050,2014,12,8,0,월,2014.12,4
2014-12-09,253,-0.5,-0.2,253.39,253.8,252.49,73576,2736777,1007286646,2014,12,9,1,화,2014.12,4
2014-12-10,249,-3.86,-1.52,252.21,252.57,249.35,60545,2846890,992520968,2014,12,10,2,수,2014.12,4
2014-12-11,245,-3.81,-1.53,247.22,248.37,245.53,69802,3463660,976740734,2014,12,11,3,목,2014.12,4
2014-12-12,246,0.9,0.37,246.2,247.23,245.48,62640,2752024,980995148,2014,12,12,4,금,2014.12,4
2014-12-15,246,-0.17,-0.07,243.93,246.27,243.25,55404,2673455,980509187,2014,12,15,0,월,2014.12,4
2014-12-16,244,-1.84,-0.75,244.73,246.57,243.96,67730,3071602,972141469,2014,12,16,1,화,2014.12,4
2014-12-17,243,-0.71,-0.29,245.35,245.37,243.72,61633,2944297,969596964,2014,12,17,2,수,2014.12,4
2014-12-18,243,0.1,0.04,246.08,246.4,241.89,58766,2685303,970162947,2014,12,18,3,목,2014.12,4
2014-12-19,247,4.14,1.7,246.88,248.14,245.95,55461,2770728,986053368,2014,12,19,4,금,2014.12,4
2014-12-22,249,1.74,0.7,248.93,249.84,247.67,46010,2254603,993343592,2014,12,22,0,월,2014.12,4
2014-12-23,249,-0.64,-0.26,249.58,249.92,248.74,50658,2213793,990933878,2014,12,23,1,화,2014.12,4
2014-12-24,250,1.01,0.41,249.16,250.17,248.63,43540,1903788,994672222,2014,12,24,2,수,2014.12,4
2014-12-26,250,-0.02,-0.01,250.08,251.12,249.65,48848,2083232,994942792,2014,12,26,4,금,2014.12,4
2014-12-29,246,-3.75,-1.5,248.25,248.45,246.3,44542,1849061,980461942,2014,12,29,0,월,2014.12,4
2014-12-30,244,-2.25,-0.91,247.09,247.39,243.78,52930,2290468,971878636,2014,12,30,1,화,2014.12,4
2015-01-02,244,0.74,0.3,243.96,245.32,243.25,54154,2146860,974225693,2015,1,2,4,금,2015.1,1
2015-01-05,244,-0.53,-0.22,243.83,244.56,241.76,62845,2622821,971857344,2015,1,5,0,월,2015.1,1
2015-01-06,239,-4.33,-1.77,241.36,242.06,239.32,66250,2992594,954573350,2015,1,6,1,화,2015.1,1
2015-01-07,240,0.6,0.25,239.41,240.91,239.09,54600,2610335,957104719,2015,1,7,2,수,2015.1,1
2015-01-08,243,3.41,1.42,242.28,244.13,241.68,64021,3155894,969237085,2015,1,8,3,목,2015.1,1
2015-01-09,246,2.11,0.86,245.97,247.11,245.4,65125,2936281,978040629,2015,1,9,4,금,2015.1,1
2015-01-12,245,-0.35,-0.14,245.16,246.27,245.05,64517,2335662,976959318,2015,1,12,0,월,2015.1,1
2015-01-13,246,0.59,0.24,244.98,246.64,244.47,59913,3273254,978610326,2015,1,13,1,화,2015.1,1
2015-01-14,245,-0.3,-0.12,246.48,247.46,245.78,70778,3370238,976446787,2015,1,14,2,수,2015.1,1
2015-01-15,245,-0.23,-0.09,245.96,246.63,244.9,59450,2821400,975843590,2015,1,15,3,목,2015.1,1
2015-01-16,242,-3.54,-1.44,244.7,244.7,241.77,73306,2976313,961987178,2015,1,16,4,금,2015.1,1
2015-01-19,244,2.56,1.06,244.06,245.82,243.69,63224,2502406,971922852,2015,1,19,0,월,2015.1,1
2015-01-20,247,2.46,1.0,245.52,247.39,245.5,55117,2500367,982720352,2015,1,20,1,화,2015.1,1
2015-01-21,248,1.35,0.55,247.01,248.59,246.63,64992,2993529,986896158,2015,1,21,2,수,2015.1,1
2015-01-22,248,-0.12,-0.05,249.22,249.98,248.01,76607,3351550,987512534,2015,1,22,3,목,2015.1,1
2015-01-23,250,1.85,0.74,251.76,251.8,249.55,78374,3484372,994588209,2015,1,23,4,금,2015.1,1
2015-01-26,250,-0.18,-0.07,248.92,250.21,248.42,62742,2850569,993552166,2015,1,26,0,월,2015.1,1
2015-01-27,252,2.06,0.82,250.76,252.2,250.56,85048,3436705,1002074991,2015,1,27,1,화,2015.1,1
2015-01-28,252,0.01,0.0,250.82,252.5,250.12,85187,3796039,1003210564,2015,1,28,2,수,2015.1,1
2015-01-29,250,-1.75,-0.69,250.45,251.84,249.78,83371,3959045,996984476,2015,1,29,3,목,2015.1,1
2015-01-30,249,-0.58,-0.23,251.82,251.84,249.88,93066,4409459,995941036,2015,1,30,4,금,2015.1,1
2015-02-02,250,0.73,0.29,249.83,251.2,249.49,76488,3157527,998793214,2015,2,2,0,월,2015.2,1
2015-02-03,250,-0.23,-0.09,251.63,251.66,249.22,79094,3360480,997651686,2015,2,3,1,화,2015.2,1
2015-02-04,251,1.22,0.49,251.98,253.07,251.6,78229,3737135,1002695424,2015,2,4,2,수,2015.2,1
2015-02-05,249,-1.82,-0.72,251.33,251.42,248.9,69969,2900430,996471489,2015,2,5,3,목,2015.2,1
2015-02-06,250,0.38,0.15,249.89,250.16,248.68,76076,4765845,997917134,2015,2,6,4,금,2015.2,1
2015-02-09,249,-0.9,-0.36,249.05,249.94,248.58,64832,3097916,994619226,2015,2,9,0,월,2015.2,1
2015-02-10,247,-1.6,-0.64,249.62,250.42,247.66,62808,2959997,988679658,2015,2,10,1,화,2015.2,1
2015-02-11,248,0.74,0.3,248.49,249.01,247.77,64785,2995794,991909633,2015,2,11,2,수,2015.2,1
2015-02-12,247,-0.69,-0.28,248.48,248.5,246.32,66380,3004184,990053912,2015,2,12,3,목,2015.2,1
2015-02-13,249,2.05,0.83,248.65,249.76,248.26,63131,2611895,997622151,2015,2,13,4,금,2015.2,1
2015-02-16,249,0.05,0.02,250.17,250.55,249.54,52103,2223547,996519933,2015,2,16,0,월,2015.2,1
2015-02-17,250,0.56,0.22,249.36,250.67,248.92,55683,2356037,998646536,2015,2,17,1,화,2015.2,1
2015-02-23,250,0.43,0.17,252.13,252.51,250.56,58971,2958137,1001121947,2015,2,23,0,월,2015.2,1
2015-02-24,251,0.48,0.19,251.83,252.11,251.09,61664,2852774,1002979459,2015,2,24,1,화,2015.2,1
