종목코드,종목명,ESG등급,환경,사회,지배구조,ESG등급_ca,환경_ca,사회_ca,지배구조_ca,연도,종가,거래량
051910,LG화학,B+,B+,A,B+,5.0,5.0,6.0,5.0,2021.0,832044.3548387097,87352476.0
051910,LG화학,A,B+,A+,A,6.0,5.0,7.0,6.0,2018.0,363858.60655737703,58323580.0
051910,LG화학,A,B+,A+,A,6.0,5.0,7.0,6.0,2017.0,327008.2304526749,63180832.0
051910,LG화학,B+,B,B+,B+,5.0,3.0,5.0,5.0,2016.0,271609.756097561,61206203.0
051910,LG화학,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2015.0,258086.6935483871,59049985.0
051910,LG화학,A,A,A,B+,6.0,6.0,6.0,5.0,2014.0,251577.55102040817,58299555.0
051910,LG화학,A,A,A,B+,6.0,6.0,6.0,5.0,2013.0,283971.65991902835,60310896.0
051910,LG화학,A,B+,A,A,6.0,5.0,6.0,6.0,2012.0,327038.3064516129,88699936.0
051910,LG화학,A,B+,A,A,6.0,5.0,6.0,6.0,2011.0,409778.22580645164,98363679.0
139480,이마트,A,A,A,A,6.0,6.0,6.0,6.0,2021.0,165840.7258064516,53084677.0
139480,이마트,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2018.0,239305.32786885247,23290956.0
139480,이마트,B+,B+,A,B+,5.0,5.0,6.0,5.0,2017.0,226615.22633744855,24604430.0
139480,이마트,B이하,C,B이하,A,2.0,1.0,2.0,6.0,2016.0,172776.42276422764,23707505.0
139480,이마트,B이하,C,B이하,A,2.0,1.0,2.0,6.0,2015.0,224737.90322580645,17188739.0
139480,이마트,A,B+,B+,A+,6.0,5.0,5.0,7.0,2014.0,234948.97959183675,15320104.0
139480,이마트,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2013.0,224135.62753036438,19778597.0
139480,이마트,B이하,B+,B+,B이하,2.0,5.0,5.0,2.0,2012.0,250737.90322580645,9154505.0
028050,삼성엔지니어링,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,19868.951612903227,694027855.0
028050,삼성엔지니어링,A,A,A+,A,6.0,6.0,7.0,6.0,2018.0,17057.377049180326,503017772.0
028050,삼성엔지니어링,A,B+,A+,A,6.0,5.0,7.0,6.0,2017.0,11937.366255144032,547737657.0
028050,삼성엔지니어링,B+,B+,B+,A,5.0,5.0,5.0,6.0,2016.0,10762.439024390244,541360619.0
028050,삼성엔지니어링,A,B+,A,A,6.0,5.0,6.0,6.0,2015.0,19343.08870967742,189887420.0
028050,삼성엔지니어링,A,B+,A,A,6.0,5.0,6.0,6.0,2014.0,41875.142857142855,82319999.0
028050,삼성엔지니어링,B+,B+,A,B+,5.0,5.0,6.0,5.0,2013.0,61234.75708502025,98087669.0
028050,삼성엔지니어링,B+,B+,B+,B이하,5.0,5.0,5.0,2.0,2012.0,120962.71370967742,49907528.0
028050,삼성엔지니어링,B+,B+,B+,B이하,5.0,5.0,5.0,2.0,2011.0,139325.9556451613,55973030.0
207940,삼성바이오로직스,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,838537.7177419355,29964704.0
207940,삼성바이오로직스,B+,B,A,B이하,5.0,3.0,6.0,2.0,2018.0,422721.5655737705,70892570.0
207940,삼성바이오로직스,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2017.0,254059.28395061727,63365714.0
000700,유수홀딩스,B+,D,B,A,5.0,0.0,3.0,6.0,2021.0,6426.895161290323,23675922.0
000700,유수홀딩스,B+,B+,B+,B이하,5.0,5.0,5.0,2.0,2018.0,6542.377049180328,14049634.0
000700,유수홀딩스,B+,B+,B+,B이하,5.0,5.0,5.0,2.0,2017.0,7119.753086419753,10272800.0
000700,유수홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,8184.349593495935,43011244.0
000700,유수홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2015.0,9782.298387096775,64255546.0
000700,유수홀딩스,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2014.0,4240.118367346939,56324205.0
000700,유수홀딩스,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2013.0,2699.3684210526317,12277517.0
000700,유수홀딩스,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2012.0,3651.0362903225805,16247617.0
000700,유수홀딩스,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2011.0,6639.217741935484,19931366.0
000230,일동홀딩스,A,B+,A,A,6.0,5.0,6.0,6.0,2021.0,14213.104838709678,19499498.0
000230,일동홀딩스,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2018.0,13162.926229508197,2469987.0
000230,일동홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2017.0,16168.621399176955,6388466.0
000230,일동홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,28756.256097560974,28780596.0
000230,일동홀딩스,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2015.0,26104.637096774193,81803787.0
000230,일동홀딩스,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2014.0,15791.314285714287,58760914.0
000230,일동홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2013.0,11928.076923076924,19732306.0
000230,일동홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,8122.7661290322585,18536545.0
000230,일동홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2011.0,8324.338709677419,3849919.0
029530,신도리코,C,C,C,B+,1.0,1.0,1.0,5.0,2021.0,31648.99193548387,6757023.0
029530,신도리코,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2018.0,55383.19672131148,2666343.0
029530,신도리코,B+,B+,B이하,B+,5.0,5.0,2.0,5.0,2017.0,57530.04115226337,2494113.0
029530,신도리코,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2016.0,50907.723577235774,3467490.0
029530,신도리코,B+,B+,B이하,B+,5.0,5.0,2.0,5.0,2015.0,63386.290322580644,2221459.0
029530,신도리코,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2014.0,67586.9387755102,3013304.0
029530,신도리코,B+,B,B+,B+,5.0,3.0,5.0,5.0,2013.0,66503.23886639676,5890524.0
029530,신도리코,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2012.0,59707.66129032258,3329950.0
029530,신도리코,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2011.0,49715.52419354839,3329922.0
027410,BGF,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,6183.104838709677,164265129.0
027410,BGF,,B,,,,3.0,,,2018.0,10988.811475409837,86083426.0
027410,BGF,B이하,B,A,B이하,2.0,3.0,6.0,2.0,2017.0,47788.77366255144,66098750.0
027410,BGF,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2016.0,49013.60975609756,20480371.0
025540,한국단자공업,C,C,C,B+,1.0,1.0,1.0,5.0,2021.0,80817.74193548386,19015180.0
025540,한국단자공업,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2018.0,49100.20491803279,3941997.0
025540,한국단자공업,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2017.0,71310.69958847736,2969087.0
025540,한국단자공업,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,85902.43902439025,3307402.0
025540,한국단자공업,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2015.0,84798.3870967742,4964583.0
025540,한국단자공업,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,47540.204081632655,3469000.0
025540,한국단자공업,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2013.0,34967.81376518219,5097372.0
025540,한국단자공업,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,23587.298387096773,8039199.0
025540,한국단자공업,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2011.0,21470.362903225807,11163925.0
005850,에스엘,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2021.0,28670.16129032258,95844379.0
005850,에스엘,B이하,C,B+,B이하,2.0,1.0,5.0,2.0,2018.0,16271.319672131147,20285077.0
005850,에스엘,B이하,C,B+,B이하,2.0,1.0,5.0,2.0,2017.0,16880.020576131687,28982952.0
005850,에스엘,B이하,C,B+,B이하,2.0,1.0,5.0,2.0,2016.0,13061.30894308943,16978137.0
005850,에스엘,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2015.0,14093.887096774193,25192056.0
005850,에스엘,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,15397.236734693877,22418550.0
005850,에스엘,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2013.0,11998.141700404858,65550967.0
005850,에스엘,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2012.0,14405.975806451614,66621981.0
005850,에스엘,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2011.0,19560.77822580645,96805405.0
011070,LG이노텍,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,224689.51612903227,71457063.0
011070,LG이노텍,A,B+,A+,A,6.0,5.0,7.0,6.0,2018.0,130508.19672131147,67635332.0
011070,LG이노텍,A,B+,A+,A,6.0,5.0,7.0,6.0,2017.0,144529.62962962964,58337029.0
011070,LG이노텍,A,A,A+,A,6.0,6.0,7.0,6.0,2016.0,82505.69105691057,42247698.0
011070,LG이노텍,A,A,A,A,6.0,6.0,6.0,6.0,2015.0,98340.32258064517,44223864.0
011070,LG이노텍,A,A,A,A,6.0,6.0,6.0,6.0,2014.0,112652.6530612245,42160551.0
011070,LG이노텍,A,B+,A,A,6.0,5.0,6.0,6.0,2013.0,84812.55060728746,36411989.0
011070,LG이노텍,A,B+,A,A,6.0,5.0,6.0,6.0,2012.0,85744.75806451614,34518048.0
011070,LG이노텍,A,B+,A,A,6.0,5.0,6.0,6.0,2011.0,94578.2258064516,44385543.0
003490,대한항공,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,29492.25,716920306.0
003490,대한항공,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2018.0,20418.012295081968,135473931.0
003490,대한항공,B+,B+,B+,A,5.0,5.0,5.0,6.0,2017.0,20667.04938271605,147244113.0
003490,대한항공,B+,C,B+,A,5.0,1.0,5.0,6.0,2016.0,17679.30081300813,103319473.0
003490,대한항공,B이하,D,B+,A,2.0,0.0,5.0,6.0,2015.0,23464.798387096773,137188514.0
003490,대한항공,B+,B+,A,B+,5.0,5.0,6.0,5.0,2014.0,21089.469387755104,108517029.0
003490,대한항공,A,B+,A,A,6.0,5.0,6.0,6.0,2013.0,23254.611336032387,99897663.0
003490,대한항공,A,B,A,A+,6.0,3.0,6.0,7.0,2012.0,33488.532258064515,131172139.0
003490,대한항공,A,B+,A,A,6.0,5.0,6.0,6.0,2011.0,41310.24596774193,203721877.0
006840,AK홀딩스,B+,B,B+,B+,5.0,3.0,5.0,5.0,2021.0,28053.427419354837,17638747.0
006840,AK홀딩스,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2018.0,69204.7131147541,7183957.0
006840,AK홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2017.0,64402.88065843622,7806574.0
006840,AK홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,59508.739837398374,13299813.0
006840,AK홀딩스,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2015.0,83658.87096774194,19278994.0
006840,AK홀딩스,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2014.0,59964.40408163265,14592348.0
006840,AK홀딩스,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2013.0,30472.493927125506,11801735.0
006840,AK홀딩스,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2012.0,21604.83064516129,11888820.0
006840,AK홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2011.0,25120.612903225807,11047643.0
316140,우리금융지주,A,A+,A+,A,6.0,7.0,7.0,6.0,2021.0,11211.088709677419,627030950.0
007690,국도화학,B,B,C,B+,3.0,3.0,1.0,5.0,2021.0,59241.278225806454,20630123.0
007690,국도화학,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2018.0,44323.0368852459,2987010.0
007690,국도화학,B이하,D,B이하,B+,2.0,0.0,2.0,5.0,2017.0,42090.02057613169,4462269.0
007690,국도화학,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2016.0,45585.25203252032,5494747.0
007690,국도화학,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2015.0,47683.52419354839,10281704.0
007690,국도화학,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2014.0,39057.35102040816,6285448.0
007690,국도화학,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2013.0,37098.21052631579,5458962.0
007690,국도화학,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2012.0,36473.032258064515,6279011.0
007690,국도화학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2011.0,43097.87903225807,11277503.0
064350,현대로템,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,22024.798387096773,559685619.0
064350,현대로템,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2018.0,24817.82786885246,749918473.0
064350,현대로템,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2017.0,19709.053497942386,39438542.0
064350,현대로템,B+,B,B+,B+,5.0,3.0,5.0,5.0,2016.0,17932.72357723577,61736709.0
064350,현대로템,B+,B+,B이하,B+,5.0,5.0,2.0,5.0,2015.0,18087.09677419355,56406658.0
042700,한미반도체,C,D,D,B,1.0,0.0,0.0,3.0,2021.0,15331.25,430717642.0
042700,한미반도체,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2018.0,5058.770491803279,127621748.0
042700,한미반도체,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2017.0,4094.588477366255,195946132.0
042700,한미반도체,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,2841.1382113821137,143241894.0
042700,한미반도체,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2015.0,2690.3709677419356,178905150.0
042700,한미반도체,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,2888.334693877551,128796170.0
042700,한미반도체,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2013.0,2086.097165991903,174561218.0
042700,한미반도체,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,1238.866935483871,100629788.0
042700,한미반도체,B이하,B+,B이하,,2.0,5.0,2.0,,2011.0,1437.092741935484,249021172.0
057050,현대홈쇼핑,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,78151.6129032258,6640247.0
057050,현대홈쇼핑,B+,A,B+,B이하,5.0,6.0,5.0,2.0,2018.0,108036.0655737705,7810626.0
057050,현대홈쇼핑,B+,A,B이하,B이하,5.0,6.0,2.0,2.0,2017.0,124506.17283950618,6490799.0
057050,현대홈쇼핑,B+,A,B이하,B이하,5.0,6.0,2.0,2.0,2016.0,122292.68292682926,8652876.0
057050,현대홈쇼핑,B+,A,B이하,B이하,5.0,6.0,2.0,2.0,2015.0,124921.37096774194,9242105.0
057050,현대홈쇼핑,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2014.0,155797.95918367346,7325511.0
057050,현대홈쇼핑,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2013.0,152951.4170040486,6853822.0
057050,현대홈쇼핑,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2012.0,125327.82258064517,7895918.0
000080,하이트진로,B+,B+,A,B,5.0,5.0,6.0,3.0,2021.0,34806.25,118735483.0
000080,하이트진로,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2018.0,19394.262295081968,52615523.0
000080,하이트진로,B+,B,B+,B+,5.0,3.0,5.0,5.0,2017.0,23077.16049382716,56809871.0
000080,하이트진로,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2016.0,24892.073170731706,73021155.0
000080,하이트진로,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2015.0,22921.16935483871,67697991.0
000080,하이트진로,B+,B+,B이하,B+,5.0,5.0,2.0,5.0,2014.0,23464.285714285714,61121728.0
000080,하이트진로,B+,B,B+,B+,5.0,3.0,5.0,5.0,2013.0,29000.0,45937409.0
000080,하이트진로,B+,B+,B이하,B+,5.0,5.0,2.0,5.0,2012.0,25327.620967741936,42784273.0
000080,하이트진로,,B,,B+,,3.0,,5.0,2011.0,31997.782258064515,18529527.0
002240,고려제강,B+,B+,B,B+,5.0,5.0,3.0,5.0,2021.0,21010.129032258064,31410220.0
002240,고려제강,B이하,C,B+,B+,2.0,1.0,5.0,5.0,2018.0,22107.213114754097,5226132.0
002240,고려제강,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2017.0,27543.041152263373,4036457.0
002240,고려제강,B이하,D,B이하,B+,2.0,0.0,2.0,5.0,2016.0,28517.9918699187,4773895.0
002240,고려제강,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2015.0,35788.17741935484,8797763.0
002240,고려제강,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,26056.697959183675,6592642.0
002240,고려제강,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2013.0,20328.48987854251,4277825.0
002240,고려제강,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2012.0,21591.233870967742,3128543.0
002240,고려제강,B이하,C,B이하,,2.0,1.0,2.0,,2011.0,22890.61693548387,5196168.0
006360,GS건설,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,42206.45161290323,190524207.0
006360,GS건설,B+,B+,B+,A,5.0,5.0,5.0,6.0,2018.0,41023.565573770495,183103286.0
006360,GS건설,A,B+,A,A,6.0,5.0,6.0,6.0,2017.0,29234.77366255144,128031758.0
006360,GS건설,B+,B+,B+,A,5.0,5.0,5.0,6.0,2016.0,27277.845528455284,136799223.0
006360,GS건설,B+,B,A,A,5.0,3.0,6.0,6.0,2015.0,26362.90322580645,199595562.0
006360,GS건설,A,B+,A,A,6.0,5.0,6.0,6.0,2014.0,32947.179591836735,184574092.0
006360,GS건설,A,A,A,A,6.0,6.0,6.0,6.0,2013.0,35630.259109311744,156802807.0
006360,GS건설,A,A,A,A,6.0,6.0,6.0,6.0,2012.0,73177.90322580645,98122154.0
006360,GS건설,A,A,A,A,6.0,6.0,6.0,6.0,2011.0,99954.42741935483,115493419.0
001040,CJ,A,B+,A+,A,6.0,5.0,7.0,6.0,2021.0,98546.7741935484,27212904.0
001040,CJ,A,A,A+,B이하,6.0,6.0,7.0,2.0,2018.0,138801.97950819673,18916775.0
001040,CJ,A,A,A,B이하,6.0,6.0,6.0,2.0,2017.0,174784.35390946502,18963496.0
001040,CJ,B+,B+,A,B+,5.0,5.0,6.0,5.0,2016.0,196575.837398374,19436837.0
001040,CJ,B+,B,A,B+,5.0,3.0,6.0,5.0,2015.0,221758.56451612903,19724871.0
001040,CJ,B+,B,A,B+,5.0,3.0,6.0,5.0,2014.0,138854.5836734694,21209112.0
001040,CJ,B+,B,A,B이하,5.0,3.0,6.0,2.0,2013.0,114325.62348178138,28342561.0
001040,CJ,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,82295.45161290323,27084056.0
001040,CJ,B이하,B+,B이하,,2.0,5.0,2.0,,2011.0,73884.77016129032,56901773.0
047050,포스코인터내셔널,A+,A,A+,A+,7.0,6.0,7.0,7.0,2021.0,21560.887096774193,410976906.0
005830,DB손해보험,A,A,A+,B+,6.0,6.0,7.0,5.0,2021.0,52371.97580645161,48849100.0
005830,DB손해보험,B+,B+ 이하,A,A,5.0,4.0,6.0,6.0,2018.0,66314.75409836066,36337349.0
005830,DB손해보험,A,A,A,B+,6.0,6.0,6.0,5.0,2017.0,69358.43621399176,40752085.0
005830,DB손해보험,A,A+,A,B+,6.0,7.0,6.0,5.0,2016.0,69340.65040650406,37660519.0
005830,DB손해보험,A,A,A,B+,6.0,6.0,6.0,5.0,2015.0,56340.92741935484,49168936.0
005830,DB손해보험,A,A+,B+,B+,6.0,7.0,5.0,5.0,2014.0,55774.28571428572,30622151.0
005830,DB손해보험,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2013.0,47702.22672064777,39684061.0
005830,DB손해보험,B+,B+,A,B+,5.0,5.0,6.0,5.0,2012.0,46426.6129032258,41639821.0
005830,DB손해보험,A,A,A,B+,6.0,6.0,6.0,5.0,2011.0,49146.77419354839,48843488.0
010690,화신,B+,B+,A,B+,5.0,5.0,6.0,5.0,2021.0,7411.290322580645,311876386.0
010690,화신,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2018.0,3400.532786885246,20573667.0
010690,화신,B이하,D,B이하,B이하,2.0,0.0,2.0,2.0,2017.0,5847.242798353909,17463595.0
010690,화신,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2016.0,6885.528455284553,35531449.0
010690,화신,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2015.0,6606.572580645161,32430580.0
010690,화신,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,10832.448979591836,30890405.0
010690,화신,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2013.0,12564.21052631579,46137208.0
010690,화신,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2012.0,10557.862903225807,35996348.0
010690,화신,B이하,C,B이하,,2.0,1.0,2.0,,2011.0,15902.41935483871,83017023.0
005740,크라운해태홀딩스,B,C,B+,B,3.0,1.0,5.0,3.0,2021.0,9995.766129032258,27993071.0
005740,크라운해태홀딩스,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2018.0,14267.581967213115,24797738.0
005740,크라운해태홀딩스,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2017.0,21000.82304526749,68877372.0
005740,크라운해태홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,22254.886178861787,27163303.0
005740,크라운해태홀딩스,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2015.0,26503.540322580644,2750012.0
005740,크라운해태홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,13807.004081632653,1355496.0
005740,크라운해태홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2013.0,13080.550607287449,575003.0
005740,크라운해태홀딩스,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2012.0,9339.576612903225,884352.0
005740,크라운해태홀딩스,B이하,B,B이하,,2.0,3.0,2.0,,2011.0,6962.584677419355,510730.0
001630,종근당홀딩스,B+,B+,A,B+,5.0,5.0,6.0,5.0,2021.0,98718.54838709677,6609104.0
001630,종근당홀딩스,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2018.0,67912.70491803279,2527428.0
001630,종근당홀딩스,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2017.0,68608.64197530864,4516729.0
001630,종근당홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,88807.31707317074,5443446.0
001630,종근당홀딩스,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2015.0,83412.90322580645,10531059.0
001630,종근당홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,53402.857142857145,7078280.0
001630,종근당홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2013.0,41756.5951417004,26399677.0
001630,종근당홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,16435.27822580645,20772777.0
001630,종근당홀딩스,B이하,B,B이하,,2.0,3.0,2.0,,2011.0,16916.084677419356,23396664.0
036580,팜스코,B+,B+,A,B+,5.0,5.0,6.0,5.0,2021.0,7004.717741935484,65618699.0
036580,팜스코,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2018.0,11165.081967213115,17665857.0
036580,팜스코,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2017.0,12401.234567901234,24299183.0
036580,팜스코,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,13104.878048780487,31067311.0
036580,팜스코,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2015.0,16019.556451612903,37750121.0
036580,팜스코,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2014.0,13358.857142857143,31401997.0
036580,팜스코,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2013.0,6237.186234817814,26996378.0
036580,팜스코,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2012.0,4001.0685483870966,13005141.0
036580,팜스코,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2011.0,3656.9758064516127,21680204.0
071050,한국금융지주,B+,C,A,B+,5.0,1.0,6.0,5.0,2021.0,93168.54838709677,90625110.0
071050,한국금융지주,B이하,B+ 이하,B+,B이하,2.0,4.0,5.0,2.0,2018.0,76487.70491803279,52610292.0
071050,한국금융지주,B이하,A,B이하,B이하,2.0,6.0,2.0,2.0,2017.0,59470.37037037037,38528325.0
071050,한국금융지주,B이하,A+,B이하,B이하,2.0,7.0,2.0,2.0,2016.0,43045.12195121951,35620552.0
071050,한국금융지주,B이하,A,B이하,B이하,2.0,6.0,2.0,2.0,2015.0,59732.0564516129,35019602.0
071050,한국금융지주,B이하,A,B이하,B이하,2.0,6.0,2.0,2.0,2014.0,44622.04081632653,26095356.0
071050,한국금융지주,B이하,A,B이하,B이하,2.0,6.0,2.0,2.0,2013.0,42244.73684210526,21902561.0
071050,한국금융지주,B이하,A,B이하,B이하,2.0,6.0,2.0,2.0,2012.0,39393.75,31002059.0
071050,한국금융지주,,A,,,,6.0,,,2011.0,38478.02419354839,54520103.0
079550,LIG넥스원,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,45333.467741935485,69615458.0
079550,LIG넥스원,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2018.0,41475.81967213115,34803652.0
079550,LIG넥스원,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2017.0,74350.61728395062,27994986.0
007700,F&F 홀딩스,B+,B+,A,B+,5.0,5.0,6.0,5.0,2021.0,49966.73387096774,52298271.0
017670,SK텔레콤,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,51458.89919354839,446775559.0
017670,SK텔레콤,A+,A+,A,A,7.0,7.0,6.0,6.0,2018.0,43529.348360655735,248891248.0
017670,SK텔레콤,A,A,B+,A,6.0,6.0,5.0,6.0,2017.0,43449.68312757202,243634124.0
017670,SK텔레콤,A,A,B+,A,6.0,6.0,5.0,6.0,2016.0,37528.40243902439,225037646.0
017670,SK텔레콤,A,A,A,A,6.0,6.0,6.0,6.0,2015.0,44405.49596774193,267351071.0
017670,SK텔레콤,A,A+,B+,A,6.0,7.0,5.0,6.0,2014.0,42172.07755102041,242405406.0
017670,SK텔레콤,A,B+,A,A,6.0,5.0,6.0,6.0,2013.0,35411.506072874494,304595975.0
017670,SK텔레콤,A,B+,A,A+,6.0,5.0,6.0,7.0,2012.0,24410.41935483871,310518049.0
017670,SK텔레콤,A+,A+,A+,A+,7.0,7.0,7.0,7.0,2011.0,26932.362903225807,310123039.0
035250,강원랜드,A,B+,A,A,6.0,5.0,6.0,6.0,2021.0,26101.612903225807,223229127.0
035250,강원랜드,B+,B+,B+,A,5.0,5.0,5.0,6.0,2018.0,28999.79508196721,118264017.0
035250,강원랜드,B+,B,A,A,5.0,3.0,6.0,6.0,2017.0,35627.77777777778,79701998.0
035250,강원랜드,A,B+,A,A,6.0,5.0,6.0,6.0,2016.0,40096.544715447155,75205757.0
035250,강원랜드,B+,A,B+,B+,5.0,6.0,5.0,5.0,2015.0,38291.33064516129,96630646.0
035250,강원랜드,B+,B+,A,B+,5.0,5.0,6.0,5.0,2014.0,32387.34693877551,105201673.0
035250,강원랜드,B+,B+,A,B+,5.0,5.0,6.0,5.0,2013.0,30630.566801619432,108787631.0
