종목코드,종목명,ESG등급,환경,사회,지배구조,ESG등급_ca,환경_ca,사회_ca,지배구조_ca,연도,종가,거래량
093370,후성,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2014.0,3159.9755102040817,118251796.0
093370,후성,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2013.0,4293.101214574899,161610264.0
093370,후성,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,5952.3911290322585,282309707.0
093370,후성,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2011.0,7026.798387096775,771643552.0
081660,휠라홀딩스,A,B+,A+,A,6.0,5.0,7.0,6.0,2021.0,45436.08870967742,125358360.0
003120,일성신약,C,D,C,B+,1.0,0.0,1.0,5.0,2021.0,81373.3870967742,839592.0
003120,일성신약,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2018.0,107337.29508196721,166183.0
003120,일성신약,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2017.0,132907.40740740742,158893.0
003120,일성신약,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2016.0,114412.60162601626,210406.0
003120,일성신약,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2015.0,119229.03225806452,841041.0
003120,일성신약,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,86393.0612244898,408108.0
003120,일성신약,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,83215.7258064516,221625.0
003120,일성신약,B이하,C,B이하,,2.0,1.0,2.0,,2011.0,78396.7741935484,923233.0
114090,GKL,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2021.0,15954.032258064517,101672372.0
114090,GKL,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2018.0,25491.188524590165,68111962.0
114090,GKL,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2017.0,23533.12757201646,65839459.0
114090,GKL,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2016.0,24576.422764227642,80278013.0
114090,GKL,B이하,B+,B+,B이하,2.0,5.0,5.0,2.0,2015.0,33507.66129032258,99911875.0
114090,GKL,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,41222.04081632653,76196080.0
114090,GKL,B이하,B+,B+,B이하,2.0,5.0,5.0,2.0,2013.0,33892.914979757086,68131254.0
114090,GKL,,B+,B+,,,5.0,5.0,,2012.0,24503.024193548386,94587718.0
114090,GKL,B+,B,B+,,5.0,3.0,5.0,,2011.0,19316.935483870966,145657618.0
005950,이수화학,B,B,B+,B,3.0,3.0,5.0,3.0,2021.0,13664.91935483871,242612579.0
005950,이수화학,B이하,C,B+,B+,2.0,1.0,5.0,5.0,2018.0,10962.717213114754,14224170.0
005950,이수화학,B+,B,B+,B+,5.0,3.0,5.0,5.0,2017.0,14870.0329218107,20438107.0
005950,이수화학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,14302.044715447155,28279444.0
005950,이수화학,B이하,C,B+,B이하,2.0,1.0,5.0,2.0,2015.0,9094.661290322581,25298060.0
005950,이수화학,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2014.0,10945.06530612245,18533745.0
005950,이수화학,B이하,C,B+,B+,2.0,1.0,5.0,5.0,2013.0,15581.109311740891,22134167.0
005950,이수화학,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2012.0,21147.774193548386,18629140.0
005950,이수화학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2011.0,22015.262096774193,48386436.0
013570,디와이,B,C,C,B+,3.0,1.0,1.0,5.0,2021.0,5827.580645161291,122376001.0
013570,디와이,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2018.0,5857.889344262295,32226820.0
013570,디와이,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2017.0,7287.942386831276,18266678.0
013570,디와이,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,6391.463414634146,28788936.0
013570,디와이,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2015.0,6754.778225806452,47433122.0
013570,디와이,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,8225.375510204081,38341166.0
013570,디와이,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2013.0,9912.672064777327,67841828.0
013570,디와이,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2012.0,11003.592741935483,79391208.0
013570,디와이,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2011.0,13551.108870967742,153820086.0
049770,동원F&B,B+,B,A,B,5.0,3.0,6.0,3.0,2021.0,204683.46774193548,2302304.0
049770,동원F&B,B이하,D,B이하,B이하,2.0,0.0,2.0,2.0,2018.0,261743.8524590164,1865203.0
049770,동원F&B,B이하,C,A,B+,2.0,1.0,6.0,5.0,2017.0,220613.16872427982,1876714.0
049770,동원F&B,B이하,C,B+,B이하,2.0,1.0,5.0,2.0,2016.0,268276.42276422767,1843686.0
049770,동원F&B,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2015.0,372118.9516129032,1656583.0
049770,동원F&B,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2014.0,231328.57142857142,1801050.0
049770,동원F&B,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2013.0,114635.62753036438,2386682.0
049770,동원F&B,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,67829.43548387097,826725.0
049770,동원F&B,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2011.0,54734.67741935484,2026519.0
003200,일신방직,B+,B,B,A,5.0,3.0,3.0,6.0,2021.0,102661.69354838709,1859359.0
003200,일신방직,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2018.0,107784.01639344262,566081.0
003200,일신방직,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2017.0,116261.31687242798,714471.0
003200,일신방직,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2016.0,136223.57723577236,569158.0
003200,일신방직,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2015.0,181584.67741935485,521329.0
003200,일신방직,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2014.0,146489.79591836734,412977.0
003200,일신방직,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2013.0,105905.26315789473,993999.0
003200,일신방직,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,77131.45161290323,324726.0
003200,일신방직,B이하,B,B이하,,2.0,3.0,2.0,,2011.0,93560.08064516129,944989.0
001800,오리온홀딩스,A,A,A,A,6.0,6.0,6.0,6.0,2021.0,15866.33064516129,51029793.0
001800,오리온홀딩스,B이하,D,B이하,B이하,2.0,0.0,2.0,2.0,2018.0,22662.090163934427,24070377.0
001800,오리온홀딩스,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2017.0,30714.041152263373,38089164.0
001800,오리온홀딩스,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2016.0,42839.84146341463,4610980.0
001800,오리온홀딩스,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2015.0,53300.040322580644,3819674.0
001800,오리온홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,43105.92653061225,3588976.0
001800,오리온홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2013.0,49739.336032388666,3932477.0
001800,오리온홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,43206.32661290323,4132438.0
001800,오리온홀딩스,B이하,B,B이하,,2.0,3.0,2.0,,2011.0,24057.1935483871,6106989.0
008730,율촌화학,B,B,B,B+,3.0,3.0,3.0,5.0,2021.0,22527.217741935485,40813971.0
008730,율촌화학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2018.0,15138.934426229509,14699616.0
008730,율촌화학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2017.0,14820.781893004116,12858369.0
008730,율촌화학,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2016.0,13079.065040650406,6294768.0
008730,율촌화학,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2015.0,12011.895161290322,10061209.0
008730,율촌화학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,13189.591836734693,10432089.0
008730,율촌화학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2013.0,11218.785425101214,14677063.0
008730,율촌화학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,8207.09677419355,5737100.0
008730,율촌화학,B이하,B,B이하,,2.0,3.0,2.0,,2011.0,8368.306451612903,11349633.0
104700,한국철강,B,B,B,B+,3.0,3.0,3.0,5.0,2021.0,9362.58064516129,55372597.0
104700,한국철강,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2018.0,6815.491803278688,14713267.0
104700,한국철강,B+,B,B+,B+,5.0,3.0,5.0,5.0,2017.0,7851.563786008231,5812118.0
104700,한국철강,B이하,C,B+,B+,2.0,1.0,5.0,5.0,2016.0,8129.918699186992,5624865.0
104700,한국철강,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2015.0,8585.161290322581,5374191.0
104700,한국철강,B+,B+,B이하,B+,5.0,5.0,2.0,5.0,2014.0,5866.65306122449,1487435.0
104700,한국철강,B+,B+,B이하,B+,5.0,5.0,2.0,5.0,2013.0,5378.866396761134,1497073.0
104700,한국철강,B+,B+,B+,B이하,5.0,5.0,5.0,2.0,2012.0,5331.169354838709,2589048.0
104700,한국철강,B+,B+,B+,,5.0,5.0,5.0,,2011.0,5828.427419354839,6842533.0
005930,삼성전자,B+,A,A+,B,5.0,6.0,7.0,3.0,2021.0,79155.64516129032,4658484662.0
005930,삼성전자,A,B+,A,A,6.0,5.0,6.0,6.0,2018.0,46830.12295081967,1895384710.0
005930,삼성전자,B+,B,A,A,5.0,3.0,6.0,6.0,2017.0,46414.897119341564,56006763.0
005930,삼성전자,A,B+,A+,A,6.0,5.0,7.0,6.0,2016.0,28800.08130081301,59482186.0
005930,삼성전자,A,B+,B+,A+,6.0,5.0,5.0,7.0,2015.0,25984.1935483871,59410465.0
005930,삼성전자,A,A,A+,A,6.0,6.0,7.0,6.0,2014.0,25835.918367346938,61188531.0
005930,삼성전자,A,A,B+,A,6.0,6.0,5.0,6.0,2013.0,28578.542510121457,63653314.0
005930,삼성전자,A,A,A,A,6.0,6.0,6.0,6.0,2012.0,25214.59677419355,80370259.0
005930,삼성전자,A,A,A,A+,6.0,6.0,6.0,7.0,2011.0,17926.209677419356,98162083.0
006400,삼성SDI,A,A,A+,B+,6.0,6.0,7.0,5.0,2021.0,707580.6451612903,81140769.0
006400,삼성SDI,A,B+,A,A,6.0,5.0,6.0,6.0,2018.0,213522.54098360657,93634870.0
006400,삼성SDI,B+,B,A+,A,5.0,3.0,7.0,6.0,2017.0,167506.17283950618,75481095.0
006400,삼성SDI,A,B+,A,A,6.0,5.0,6.0,6.0,2016.0,103483.73983739837,73802306.0
006400,삼성SDI,A,B+,A,A+,6.0,5.0,6.0,7.0,2015.0,115342.74193548386,91190963.0
006400,삼성SDI,A,B+,A,A,6.0,5.0,6.0,6.0,2014.0,146444.89795918367,77016699.0
006400,삼성SDI,A,B,A,A+,6.0,3.0,6.0,7.0,2013.0,153864.37246963562,63400123.0
006400,삼성SDI,A,B+,A,A+,6.0,5.0,6.0,7.0,2012.0,146602.82258064515,80499577.0
006400,삼성SDI,A+,B,A+,A+,7.0,3.0,7.0,7.0,2011.0,155213.70967741936,135433587.0
012750,에스원,A,B,A,A,6.0,3.0,6.0,6.0,2021.0,81934.67741935483,15396531.0
012750,에스원,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2018.0,95088.52459016393,12839104.0
012750,에스원,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2017.0,93792.18106995885,15306009.0
012750,에스원,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2016.0,98471.13821138212,17150152.0
012750,에스원,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2015.0,85233.06451612903,20537216.0
012750,에스원,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2014.0,78409.79591836735,21597769.0
012750,에스원,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2013.0,65757.08502024291,17460582.0
012750,에스원,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2012.0,60033.06451612903,18229347.0
012750,에스원,B+,B+,B+,,5.0,5.0,5.0,,2011.0,53882.459677419356,21874677.0
011170,롯데케미칼,A,B,A+,A,6.0,3.0,7.0,6.0,2021.0,253869.9193548387,57100067.0
011170,롯데케미칼,A,A,A+,B+,6.0,6.0,7.0,5.0,2018.0,334608.97540983604,44305517.0
011170,롯데케미칼,A,B+,A+,A,6.0,5.0,7.0,6.0,2017.0,352378.4279835391,33970348.0
011170,롯데케미칼,A,B,A+,A,6.0,3.0,7.0,6.0,2016.0,284770.4674796748,32149297.0
011170,롯데케미칼,A,B,A+,A+,6.0,3.0,7.0,7.0,2015.0,223334.00806451612,48051159.0
011170,롯데케미칼,A,B+,A,A+,6.0,5.0,6.0,7.0,2014.0,167707.25714285715,49247628.0
011170,롯데케미칼,A,B+,A,A,6.0,5.0,6.0,6.0,2013.0,187917.6113360324,57397980.0
011170,롯데케미칼,A,B+,A+,A+,6.0,5.0,7.0,7.0,2012.0,258346.3266129032,68723553.0
011170,롯데케미칼,A+,B,A+,A,7.0,3.0,7.0,6.0,2011.0,338134.1129032258,69472908.0
000210,DL,A,A+,A+,B+,6.0,7.0,7.0,5.0,2021.0,76676.6129032258,54121237.0
103590,일진전기,C,C,C,B,1.0,1.0,1.0,3.0,2021.0,4904.919354838709,330307181.0
103590,일진전기,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2018.0,4468.11475409836,41773357.0
103590,일진전기,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2017.0,4702.83950617284,24614500.0
103590,일진전기,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,4952.235772357723,17315246.0
103590,일진전기,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2015.0,6510.302419354839,54732743.0
103590,일진전기,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2014.0,8084.65306122449,84193346.0
103590,일진전기,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2013.0,4646.8016194331985,49322875.0
103590,일진전기,B+,B,B+,B+,5.0,3.0,5.0,5.0,2012.0,5129.334677419355,42440699.0
103590,일진전기,B+,B,B+,B+,5.0,3.0,5.0,5.0,2011.0,7105.120967741936,71921266.0
009540,한국조선해양,A,A,B+,A,6.0,6.0,5.0,6.0,2021.0,117859.2741935484,97243698.0
002350,넥센타이어,B+,B+,A,B+,5.0,5.0,6.0,5.0,2021.0,7933.346774193548,100120053.0
002350,넥센타이어,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2018.0,10724.672131147541,24769562.0
002350,넥센타이어,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2017.0,13295.884773662552,31918237.0
002350,넥센타이어,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2016.0,13594.30894308943,38868423.0
002350,넥센타이어,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2015.0,13666.733870967742,76686266.0
002350,넥센타이어,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2014.0,14352.244897959185,84679362.0
002350,넥센타이어,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2013.0,15256.275303643724,129653809.0
002350,넥센타이어,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2012.0,18383.467741935485,128204384.0
002350,넥센타이어,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2011.0,16509.717741935485,232036581.0
111770,영원무역,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2021.0,41688.104838709674,39431543.0
111770,영원무역,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2018.0,32911.68032786885,29388454.0
111770,영원무역,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2017.0,32781.27572016461,31733157.0
111770,영원무역,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,39963.21138211382,39619542.0
111770,영원무역,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2015.0,54728.02419354839,40344508.0
111770,영원무역,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2014.0,47588.36734693877,24434855.0
111770,영원무역,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2013.0,37775.91093117409,26226346.0
111770,영원무역,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,29417.9435483871,31138937.0
111770,영원무역,,B,,,,3.0,,,2011.0,17154.435483870966,42426665.0
003480,한진중공업홀딩스,B,D,C,B+,3.0,0.0,1.0,5.0,2021.0,4662.3387096774195,55571466.0
003480,한진중공업홀딩스,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2018.0,3696.0245901639346,4848038.0
003480,한진중공업홀딩스,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2017.0,5080.205761316873,4697364.0
003480,한진중공업홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,5280.467479674797,7238880.0
003480,한진중공업홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2015.0,7339.395161290323,9966718.0
003480,한진중공업홀딩스,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2014.0,10193.30612244898,15672283.0
003480,한진중공업홀딩스,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2013.0,7601.862348178138,7964161.0
003480,한진중공업홀딩스,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2012.0,7579.919354838709,6634664.0
003480,한진중공업홀딩스,B이하,B+,B이하,,2.0,5.0,2.0,,2011.0,10542.862903225807,19071715.0
051600,한전KPS,B,B,B,B+,3.0,3.0,3.0,5.0,2021.0,37240.32258064516,94362287.0
051600,한전KPS,B+,B+,A,B+,5.0,5.0,6.0,5.0,2018.0,37324.79508196721,52500754.0
051600,한전KPS,B+,B,B+,B+,5.0,3.0,5.0,5.0,2017.0,49370.576131687245,43869638.0
051600,한전KPS,B+,B,B+,B+,5.0,3.0,5.0,5.0,2016.0,68985.36585365854,36328727.0
051600,한전KPS,B+,B,B+,B+,5.0,3.0,5.0,5.0,2015.0,104611.69354838709,25215135.0
051600,한전KPS,B+,B,B+,B+,5.0,3.0,5.0,5.0,2014.0,73002.44897959183,33934401.0
051600,한전KPS,B+,B,A,B이하,5.0,3.0,6.0,2.0,2013.0,53981.78137651822,25982671.0
051600,한전KPS,B+,B,A,B이하,5.0,3.0,6.0,2.0,2012.0,47852.62096774193,29807492.0
051600,한전KPS,A,B,A,B이하,6.0,3.0,6.0,2.0,2011.0,38022.782258064515,40989049.0
023530,롯데쇼핑,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,111399.19354838709,30709956.0
023530,롯데쇼핑,A,B+,A+,A,6.0,5.0,7.0,6.0,2018.0,217004.09836065574,24230570.0
023530,롯데쇼핑,B+,B,A+,A,5.0,3.0,7.0,6.0,2017.0,227096.46502057614,32375097.0
023530,롯데쇼핑,B+,C,A,A,5.0,1.0,6.0,6.0,2016.0,207557.0487804878,14092981.0
023530,롯데쇼핑,B이하,C,B이하,A,2.0,1.0,2.0,6.0,2015.0,225410.3306451613,19906322.0
023530,롯데쇼핑,A,A,A,A,6.0,6.0,6.0,6.0,2014.0,291753.9755102041,10576297.0
023530,롯데쇼핑,B+,B+,B+,A,5.0,5.0,5.0,6.0,2013.0,346502.63157894736,11421996.0
023530,롯데쇼핑,A,A,A+,A,6.0,6.0,7.0,6.0,2012.0,308485.66532258067,14776710.0
023530,롯데쇼핑,A,B+,A,A,6.0,5.0,6.0,6.0,2011.0,396329.9798387097,22041296.0
033920,무학,B,D,B,B+,3.0,0.0,3.0,5.0,2021.0,8482.741935483871,41839851.0
033920,무학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2018.0,15720.696721311475,8466150.0
033920,무학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2017.0,21724.074074074073,11259444.0
033920,무학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,27773.780487804877,12122326.0
033920,무학,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2015.0,46360.95564516129,16457412.0
033920,무학,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2014.0,28476.587755102042,14484465.0
033920,무학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2013.0,16585.133603238868,10215530.0
033920,무학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2012.0,11359.52822580645,23345982.0
298050,효성첨단소재,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,487860.8870967742,31320422.0
000150,두산,A,A,A+,B+,6.0,6.0,7.0,5.0,2021.0,84215.92741935483,32777059.0
000150,두산,A+,A,A+,A+,7.0,6.0,7.0,7.0,2018.0,89851.9262295082,14339122.0
000150,두산,A,A,A+,A,6.0,6.0,7.0,6.0,2017.0,92013.38271604938,12466480.0
000150,두산,A,A,A,A,6.0,6.0,6.0,6.0,2016.0,77342.54471544715,21921242.0
000150,두산,A,A,A,A,6.0,6.0,6.0,6.0,2015.0,86307.25806451614,21065824.0
000150,두산,A,A,A,A,6.0,6.0,6.0,6.0,2014.0,97417.22040816327,10433916.0
000150,두산,A+,A+,A,A+,7.0,7.0,6.0,7.0,2013.0,105741.56680161944,11452089.0
000150,두산,A+,A+,A+,A+,7.0,7.0,7.0,7.0,2012.0,110843.81048387097,22279132.0
000150,두산,A,A+,A,A,6.0,7.0,6.0,6.0,2011.0,111168.55645161291,39516701.0
032640,LG유플러스,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,13854.637096774193,570427708.0
032640,LG유플러스,B+,B+,B+,A,5.0,5.0,5.0,6.0,2018.0,14685.860655737704,526416767.0
032640,LG유플러스,B+,B+,B+,A,5.0,5.0,5.0,6.0,2017.0,14075.308641975309,478118858.0
032640,LG유플러스,B+,B+,B+,A,5.0,5.0,5.0,6.0,2016.0,11046.178861788618,292201982.0
032640,LG유플러스,B+,B+,B+,A,5.0,5.0,5.0,6.0,2015.0,10950.564516129032,436818019.0
032640,LG유플러스,A,A,B+,A,6.0,6.0,5.0,6.0,2014.0,10468.816326530612,508861230.0
032640,LG유플러스,B+,A,B이하,B이하,5.0,6.0,2.0,2.0,2013.0,10770.242914979757,585745911.0
032640,LG유플러스,B이하,B+,B+,B이하,2.0,5.0,5.0,2.0,2012.0,6584.354838709677,624428533.0
032640,LG유플러스,B이하,A,B이하,,2.0,6.0,2.0,,2011.0,6059.254032258064,530682864.0
192400,쿠쿠홀딩스,B,D,C,B+,3.0,0.0,1.0,5.0,2021.0,23760.927419354837,12481542.0
192400,쿠쿠홀딩스,,B,,,,3.0,,,2018.0,26745.90163934426,15269510.0
192400,쿠쿠홀딩스,B이하,B+,B이하,B이하,2.0,5.0,2.0,2.0,2017.0,21840.53497942387,28396260.0
192400,쿠쿠홀딩스,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2016.0,26388.621951219513,37460450.0
024110,기업은행,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,10023.104838709678,456346976.0
024110,기업은행,B+,A,B+,B이하,5.0,6.0,5.0,2.0,2018.0,15641.393442622952,213148613.0
024110,기업은행,B+,A,B이하,B이하,5.0,6.0,2.0,2.0,2017.0,13944.0329218107,325519372.0
024110,기업은행,B+,B+,B+,B이하,5.0,5.0,5.0,2.0,2016.0,12069.30894308943,309196179.0
024110,기업은행,B+,A,B+,B이하,5.0,6.0,5.0,2.0,2015.0,13685.08064516129,346865339.0
024110,기업은행,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2014.0,14273.469387755102,396590436.0
024110,기업은행,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2013.0,11995.95141700405,242066387.0
024110,기업은행,B이하,B+,B+,B이하,2.0,5.0,5.0,2.0,2012.0,12442.137096774193,284347364.0
024110,기업은행,B+,B+,B+,,5.0,5.0,5.0,,2011.0,16535.685483870966,402600986.0
004000,롯데정밀화학,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,69336.69354838709,61861336.0
004000,롯데정밀화학,A,B+,A+,A,6.0,5.0,7.0,6.0,2018.0,60017.2131147541,26715997.0
004000,롯데정밀화학,A,A,A+,A,6.0,6.0,7.0,6.0,2017.0,41506.378600823045,25330464.0
004000,롯데정밀화학,B+,B,A,A,5.0,3.0,6.0,6.0,2016.0,34129.67479674797,18631399.0
004000,롯데정밀화학,B+,B,B+,B+,5.0,3.0,5.0,5.0,2015.0,37215.72580645161,20660742.0
004000,롯데정밀화학,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2014.0,39377.551020408166,22625880.0
004000,롯데정밀화학,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2013.0,49833.4008097166,27998442.0
004000,롯데정밀화학,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2012.0,61061.290322580644,35472507.0
004000,롯데정밀화학,A,B+,A,B+,6.0,5.0,6.0,5.0,2011.0,65396.37096774193,56693524.0
003230,삼양식품,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,88955.24193548386,11065038.0
003230,삼양식품,B이하,D,B이하,B이하,2.0,0.0,2.0,2.0,2018.0,82975.0,16111049.0
003230,삼양식품,B이하,B,B+,B이하,2.0,3.0,5.0,2.0,2017.0,56880.04115226337,27841930.0
003230,삼양식품,B이하,D,B이하,B+,2.0,0.0,2.0,5.0,2016.0,30901.829268292684,18983367.0
003230,삼양식품,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2015.0,23395.564516129034,12123363.0
003230,삼양식품,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2014.0,26928.163265306124,9124780.0
003230,삼양식품,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2013.0,23742.712550607288,9292525.0
003230,삼양식품,B이하,C,B이하,B이하,2.0,1.0,2.0,2.0,2012.0,27222.983870967742,26544590.0
003230,삼양식품,B이하,B,B이하,,2.0,3.0,2.0,,2011.0,24207.25806451613,50505264.0
004490,세방전지,B,B,B,B+,3.0,3.0,3.0,5.0,2021.0,88445.16129032258,42707815.0
004490,세방전지,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2018.0,34360.45081967213,5099786.0
004490,세방전지,B이하,C,B이하,B+,2.0,1.0,2.0,5.0,2017.0,36662.345679012345,4292471.0
004490,세방전지,B+,B,B+,B+,5.0,3.0,5.0,5.0,2016.0,38888.0081300813,5868249.0
004490,세방전지,B이하,C,B+,B+,2.0,1.0,5.0,5.0,2015.0,42711.895161290326,10228707.0
004490,세방전지,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2014.0,46728.97959183674,4603348.0
004490,세방전지,B이하,B,B이하,B+,2.0,3.0,2.0,5.0,2013.0,51289.47368421053,5937623.0
004490,세방전지,B+,B+,B+,B+,5.0,5.0,5.0,5.0,2012.0,46480.645161290326,5307513.0
004490,세방전지,B이하,B,B이하,B이하,2.0,3.0,2.0,2.0,2011.0,40705.4435483871,8594786.0
051900,LG생활건강,A,A,A+,A,6.0,6.0,7.0,6.0,2021.0,1465822.5806451612,9857991.0
051900,LG생활건강,A,B+,A+,A,6.0,5.0,7.0,6.0,2018.0,1218590.1639344261,8343540.0
051900,LG생활건강,A,B+,A+,A,6.0,5.0,7.0,6.0,2017.0,964366.2551440329,8549462.0
051900,LG생활건강,A,B+,A+,A,6.0,5.0,7.0,6.0,2016.0,957752.0325203252,12195720.0
051900,LG생활건강,A,B+,A+,A,6.0,5.0,7.0,6.0,2015.0,811588.7096774194,13851416.0
051900,LG생활건강,A,B+,A,A,6.0,5.0,6.0,6.0,2014.0,509959.1836734694,13943295.0
