종목코드,종목명,ESG등급,환경,사회,지배구조,평가년도,ESG등급_ca,환경_ca,사회_ca,지배구조_ca
003230,삼양식품,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
003230,삼양식품,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
003230,삼양식품,B이하,B,B이하,,2011,2.0,3.0,2.0,
004490,세방전지,B,B,B,B+,2021,3.0,3.0,3.0,5.0
004490,세방전지,B이하,C,B이하,B+,2018,2.0,1.0,2.0,5.0
004490,세방전지,B이하,C,B이하,B+,2017,2.0,1.0,2.0,5.0
004490,세방전지,B+,B,B+,B+,2016,5.0,3.0,5.0,5.0
004490,세방전지,B이하,C,B+,B+,2015,2.0,1.0,5.0,5.0
004490,세방전지,B이하,B,B이하,B+,2014,2.0,3.0,2.0,5.0
004490,세방전지,B이하,B,B이하,B+,2013,2.0,3.0,2.0,5.0
004490,세방전지,B+,B+,B+,B+,2012,5.0,5.0,5.0,5.0
004490,세방전지,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
051900,LG생활건강,A,A,A+,A,2021,6.0,6.0,7.0,6.0
051900,LG생활건강,A,B+,A+,A,2018,6.0,5.0,7.0,6.0
051900,LG생활건강,A,B+,A+,A,2017,6.0,5.0,7.0,6.0
051900,LG생활건강,A,B+,A+,A,2016,6.0,5.0,7.0,6.0
051900,LG생활건강,A,B+,A+,A,2015,6.0,5.0,7.0,6.0
051900,LG생활건강,A,B+,A,A,2014,6.0,5.0,6.0,6.0
051900,LG생활건강,A,B+,A+,A,2013,6.0,5.0,7.0,6.0
051900,LG생활건강,A,B+,A+,A,2012,6.0,5.0,7.0,6.0
051900,LG생활건강,A,B+,A,A,2011,6.0,5.0,6.0,6.0
000670,영풍,C,D,C,B+,2021,1.0,0.0,1.0,5.0
000670,영풍,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
000670,영풍,B이하,C,B이하,B+,2017,2.0,1.0,2.0,5.0
000670,영풍,B이하,D,B이하,B이하,2016,2.0,0.0,2.0,2.0
000670,영풍,B이하,C,B이하,B+,2015,2.0,1.0,2.0,5.0
000670,영풍,B이하,C,B이하,B+,2014,2.0,1.0,2.0,5.0
000670,영풍,B이하,C,B이하,B+,2013,2.0,1.0,2.0,5.0
000670,영풍,B이하,C,B이하,B+,2012,2.0,1.0,2.0,5.0
000670,영풍,,C,,B이하,2011,,1.0,,2.0
005610,SPC삼립,B+,B,A,B+,2021,5.0,3.0,6.0,5.0
005610,SPC삼립,B+,B+,B+,B이하,2018,5.0,5.0,5.0,2.0
005610,SPC삼립,B이하,C,B이하,B이하,2017,2.0,1.0,2.0,2.0
005610,SPC삼립,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
005610,SPC삼립,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
005610,SPC삼립,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
005610,SPC삼립,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
005610,SPC삼립,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
005610,SPC삼립,B이하,B,B이하,,2011,2.0,3.0,2.0,
009150,삼성전기,A,A,A+,B+,2021,6.0,6.0,7.0,5.0
009150,삼성전기,A,A,A+,A,2018,6.0,6.0,7.0,6.0
009150,삼성전기,A+,A,A+,A+,2017,7.0,6.0,7.0,7.0
009150,삼성전기,A+,A+,A+,A+,2016,7.0,7.0,7.0,7.0
009150,삼성전기,A,A,A,A,2015,6.0,6.0,6.0,6.0
009150,삼성전기,A+,A,A+,A+,2014,7.0,6.0,7.0,7.0
009150,삼성전기,A+,A,A+,A+,2013,7.0,6.0,7.0,7.0
009150,삼성전기,A+,A,A+,A+,2012,7.0,6.0,7.0,7.0
009150,삼성전기,A+,B+,A+,A+,2011,7.0,5.0,7.0,7.0
115390,락앤락,C,C,C,B+,2021,1.0,1.0,1.0,5.0
115390,락앤락,B이하,B+,B이하,B이하,2018,2.0,5.0,2.0,2.0
115390,락앤락,B이하,B+,B이하,B이하,2017,2.0,5.0,2.0,2.0
115390,락앤락,B이하,B+,B이하,B이하,2016,2.0,5.0,2.0,2.0
115390,락앤락,B이하,B+,B이하,B이하,2015,2.0,5.0,2.0,2.0
115390,락앤락,B이하,B+,B이하,B이하,2014,2.0,5.0,2.0,2.0
115390,락앤락,B이하,B+,B이하,B이하,2013,2.0,5.0,2.0,2.0
115390,락앤락,B이하,B+,B이하,B이하,2012,2.0,5.0,2.0,2.0
007070,GS리테일,A,A,A,A,2021,6.0,6.0,6.0,6.0
007070,GS리테일,B이하,B+,B+,B이하,2018,2.0,5.0,5.0,2.0
007070,GS리테일,B+,B+,B+,B이하,2017,5.0,5.0,5.0,2.0
007070,GS리테일,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
007070,GS리테일,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
007070,GS리테일,B+,B+,B이하,B+,2014,5.0,5.0,2.0,5.0
007070,GS리테일,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
352820,하이브,,,,,,,,,
001430,세아베스틸지주,,,,,,,,,
161890,한국콜마,B+,B+,A,B+,2021,5.0,5.0,6.0,5.0
161890,한국콜마,B이하,D,B+,B+,2018,2.0,0.0,5.0,5.0
161890,한국콜마,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
161890,한국콜마,B이하,C,B이하,B이하,2016,2.0,1.0,2.0,2.0
161890,한국콜마,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
161890,한국콜마,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
373220,LG에너지솔루션,,,,,,,,,
003850,보령,,,,,,,,,
030200,케이티,A+,A+,B+,A+,2021,7.0,7.0,5.0,7.0
030200,케이티,A,A,A,A,2018,6.0,6.0,6.0,6.0
030200,케이티,A,A,B+,A+,2017,6.0,6.0,5.0,7.0
030200,케이티,A,A,A,A,2016,6.0,6.0,6.0,6.0
030200,케이티,A,A+,B+,A,2015,6.0,7.0,5.0,6.0
030200,케이티,A,A+,B+,A,2014,6.0,7.0,5.0,6.0
030200,케이티,A,A+,A,A,2013,6.0,7.0,6.0,6.0
030200,케이티,A,A+,A,A,2012,6.0,7.0,6.0,6.0
030200,케이티,A,A+,A,A,2011,6.0,7.0,6.0,6.0
060980,HL홀딩스,,,,,,,,,
011200,HMM,A,A,A+,A,2021,6.0,6.0,7.0,6.0
039130,하나투어,B+,B,A,B+,2021,5.0,3.0,6.0,5.0
039130,하나투어,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
039130,하나투어,B이하,B+,B이하,B이하,2017,2.0,5.0,2.0,2.0
039130,하나투어,B이하,C,B이하,B이하,2016,2.0,1.0,2.0,2.0
039130,하나투어,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
039130,하나투어,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
039130,하나투어,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
039130,하나투어,B이하,B+,B이하,B이하,2012,2.0,5.0,2.0,2.0
361610,SK아이이테크놀로지,,,,,,,,,
003090,대웅,B,D,B+,B,2021,3.0,0.0,5.0,3.0
003090,대웅,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
003090,대웅,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
003090,대웅,B이하,C,B이하,B이하,2016,2.0,1.0,2.0,2.0
003090,대웅,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
003090,대웅,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
003090,대웅,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
003090,대웅,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
003090,대웅,B이하,B,B이하,,2011,2.0,3.0,2.0,
271560,오리온,A,A,A,B+,2021,6.0,6.0,6.0,5.0
267250,HD현대,,,,,,,,,
013890,지누스,C,D,C,B+,2021,1.0,0.0,1.0,5.0
003240,태광산업,B+,B,A,B+,2021,5.0,3.0,6.0,5.0
003240,태광산업,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
003240,태광산업,B이하,C,B이하,B이하,2017,2.0,1.0,2.0,2.0
003240,태광산업,B이하,C,B+,B이하,2016,2.0,1.0,5.0,2.0
003240,태광산업,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
003240,태광산업,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
003240,태광산업,B이하,D,B이하,B이하,2013,2.0,0.0,2.0,2.0
003240,태광산업,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
003240,태광산업,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
025860,남해화학,B,C,B,B+,2021,3.0,1.0,3.0,5.0
025860,남해화학,B이하,C,B이하,B+,2018,2.0,1.0,2.0,5.0
025860,남해화학,B이하,B,B이하,B+,2017,2.0,3.0,2.0,5.0
025860,남해화학,B이하,B,B이하,B+,2016,2.0,3.0,2.0,5.0
025860,남해화학,B이하,C,B이하,B+,2015,2.0,1.0,2.0,5.0
025860,남해화학,B이하,B,B이하,B+,2014,2.0,3.0,2.0,5.0
025860,남해화학,B이하,C,B이하,B+,2013,2.0,1.0,2.0,5.0
025860,남해화학,B이하,C,B이하,B+,2012,2.0,1.0,2.0,5.0
025860,남해화학,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
381970,케이카,,,,,,,,,
137310,에스디바이오센서,,,,,,,,,
077970,STX엔진,B+,B,B,B+,2021,5.0,3.0,3.0,5.0
077970,STX엔진,B이하,B,B이하,B+,2018,2.0,3.0,2.0,5.0
077970,STX엔진,B이하,B,B이하,B+,2017,2.0,3.0,2.0,5.0
077970,STX엔진,B+,B,B+,B+,2016,5.0,3.0,5.0,5.0
077970,STX엔진,B+,B,B+,B+,2013,5.0,3.0,5.0,5.0
077970,STX엔진,B+,B,A,A,2012,5.0,3.0,6.0,6.0
077970,STX엔진,A,B,A,A,2011,6.0,3.0,6.0,6.0
377300,카카오페이,,,,,,,,,
006120,SK디스커버리,A,A,A+,A,2021,6.0,6.0,7.0,6.0
006120,SK디스커버리,,B+,,,2018,,5.0,,
006120,SK디스커버리,B+,B+,A,B이하,2017,5.0,5.0,6.0,2.0
006120,SK디스커버리,B+,B+,B+,B+,2016,5.0,5.0,5.0,5.0
006120,SK디스커버리,B+,B+,B+,B+,2015,5.0,5.0,5.0,5.0
006120,SK디스커버리,B+,B+,B+,B+,2014,5.0,5.0,5.0,5.0
006120,SK디스커버리,B+,B+,B+,A,2013,5.0,5.0,5.0,6.0
006120,SK디스커버리,B+,B+,B이하,A,2012,5.0,5.0,2.0,6.0
006120,SK디스커버리,B+,B+,B+,A,2011,5.0,5.0,5.0,6.0
001060,JW중외제약,B,C,B+,B+,2021,3.0,1.0,5.0,5.0
001060,JW중외제약,B+,B+,B+,B이하,2018,5.0,5.0,5.0,2.0
001060,JW중외제약,B이하,B,B+,B이하,2017,2.0,3.0,5.0,2.0
001060,JW중외제약,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
001060,JW중외제약,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
001060,JW중외제약,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
001060,JW중외제약,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
001060,JW중외제약,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
001060,JW중외제약,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
031430,신세계인터내셔날,A,B+,A,A,2021,6.0,5.0,6.0,6.0
031430,신세계인터내셔날,B+,B+,B+,B이하,2018,5.0,5.0,5.0,2.0
031430,신세계인터내셔날,B+,B,A,B이하,2017,5.0,3.0,6.0,2.0
031430,신세계인터내셔날,B+,B+,A,B+,2016,5.0,5.0,6.0,5.0
031430,신세계인터내셔날,B+,B+,B+,B+,2015,5.0,5.0,5.0,5.0
031430,신세계인터내셔날,B+,B,B+,B+,2014,5.0,3.0,5.0,5.0
031430,신세계인터내셔날,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
031430,신세계인터내셔날,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
018250,애경산업,A,B+,A+,B+,2021,6.0,5.0,7.0,5.0
001210,금호전기,B,C,B,B+,2021,3.0,1.0,3.0,5.0
001210,금호전기,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
001210,금호전기,B이하,C,B이하,B이하,2017,2.0,1.0,2.0,2.0
001210,금호전기,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
001210,금호전기,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
001210,금호전기,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
001210,금호전기,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
001210,금호전기,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
001210,금호전기,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
055550,신한지주,A+,A+,A+,A+,2021,7.0,7.0,7.0,7.0
055550,신한지주,A+,A+,A,A+,2018,7.0,7.0,6.0,7.0
055550,신한지주,A+,S,A,A+,2017,7.0,8.0,6.0,7.0
055550,신한지주,A+,A+,A+,A+,2016,7.0,7.0,7.0,7.0
055550,신한지주,A+,A+,A+,A,2015,7.0,7.0,7.0,6.0
055550,신한지주,A,A+,A,A,2014,6.0,7.0,6.0,6.0
055550,신한지주,A+,A+,A+,A,2013,7.0,7.0,7.0,6.0
055550,신한지주,A,A+,A,B+,2012,6.0,7.0,6.0,5.0
055550,신한지주,A,A,A,A,2011,6.0,6.0,6.0,6.0
020560,아시아나항공,C,B+,A,D,2021,1.0,5.0,6.0,0.0
020560,아시아나항공,B이하,B,B이하,B+,2018,2.0,3.0,2.0,5.0
020560,아시아나항공,B+,B,A,B+,2017,5.0,3.0,6.0,5.0
020560,아시아나항공,B+,B,A+,B+,2016,5.0,3.0,7.0,5.0
020560,아시아나항공,B+,C,B+,A,2015,5.0,1.0,5.0,6.0
020560,아시아나항공,B+,C,A,B+,2014,5.0,1.0,6.0,5.0
020560,아시아나항공,B+,B+,B+,A,2013,5.0,5.0,5.0,6.0
020560,아시아나항공,B+,B,B+,A,2012,5.0,3.0,5.0,6.0
020560,아시아나항공,B+,B,B+,A,2011,5.0,3.0,5.0,6.0
002030,아세아,B+,B,B+,B+,2021,5.0,3.0,5.0,5.0
002030,아세아,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
002030,아세아,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
002030,아세아,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
002030,아세아,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
002030,아세아,B이하,C,B+,B+,2014,2.0,1.0,5.0,5.0
002030,아세아,B+,B,B+,B+,2013,5.0,3.0,5.0,5.0
002030,아세아,B+,B,B+,B+,2012,5.0,3.0,5.0,5.0
002030,아세아,B이하,B,B이하,B+,2011,2.0,3.0,2.0,5.0
302440,SK바이오사이언스,,,,,,,,,
010620,현대미포조선,A,A,A+,A,2021,6.0,6.0,7.0,6.0
010620,현대미포조선,B+,B+,B+,B+,2018,5.0,5.0,5.0,5.0
010620,현대미포조선,B+,B+,B이하,A,2017,5.0,5.0,2.0,6.0
010620,현대미포조선,B+,B+,B이하,A,2016,5.0,5.0,2.0,6.0
010620,현대미포조선,B+,B+,B+,A,2015,5.0,5.0,5.0,6.0
010620,현대미포조선,A,B+,A,A,2014,6.0,5.0,6.0,6.0
010620,현대미포조선,A,B+,A,A,2013,6.0,5.0,6.0,6.0
010620,현대미포조선,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
010620,현대미포조선,B+,B,B이하,,2011,5.0,3.0,2.0,
007340,DN오토모티브,,,,,,,,,
008350,남선알미늄,C,C,B,B,2021,1.0,1.0,3.0,3.0
008350,남선알미늄,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
008350,남선알미늄,B이하,B,B+,B이하,2017,2.0,3.0,5.0,2.0
008350,남선알미늄,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
008350,남선알미늄,B이하,C,B+,B이하,2015,2.0,1.0,5.0,2.0
008350,남선알미늄,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
008350,남선알미늄,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
008350,남선알미늄,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
008350,남선알미늄,,C,,B이하,2011,,1.0,,2.0
000070,삼양홀딩스,B+,A,A,B,2021,5.0,6.0,6.0,3.0
000070,삼양홀딩스,B이하,B,B+,B이하,2018,2.0,3.0,5.0,2.0
000070,삼양홀딩스,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
000070,삼양홀딩스,B이하,C,B이하,B이하,2016,2.0,1.0,2.0,2.0
000070,삼양홀딩스,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
000070,삼양홀딩스,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
000070,삼양홀딩스,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
000070,삼양홀딩스,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
000070,삼양홀딩스,B이하,B,B이하,B+,2011,2.0,3.0,2.0,5.0
009410,태영건설,B+,A,B,B+,2021,5.0,6.0,3.0,5.0
009410,태영건설,B이하,B+,B이하,B이하,2018,2.0,5.0,2.0,2.0
009410,태영건설,B이하,B+,B이하,B이하,2017,2.0,5.0,2.0,2.0
009410,태영건설,B+,B+,B+,B이하,2016,5.0,5.0,5.0,2.0
009410,태영건설,B+,B+,B이하,B+,2015,5.0,5.0,2.0,5.0
009410,태영건설,B+,B+,B+,B+,2014,5.0,5.0,5.0,5.0
009410,태영건설,B이하,B+,B이하,B이하,2013,2.0,5.0,2.0,2.0
009410,태영건설,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
009410,태영건설,,B+,,B이하,2011,,5.0,,2.0
007810,코리아써키트,B,B+,C,B+,2021,3.0,5.0,1.0,5.0
007810,코리아써키트,B이하,C,B+,B+,2018,2.0,1.0,5.0,5.0
007810,코리아써키트,B이하,B,B이하,B+,2017,2.0,3.0,2.0,5.0
007810,코리아써키트,B이하,C,B이하,B+,2016,2.0,1.0,2.0,5.0
007810,코리아써키트,B이하,B,B이하,B+,2015,2.0,3.0,2.0,5.0
007810,코리아써키트,B이하,B,B이하,B+,2014,2.0,3.0,2.0,5.0
007810,코리아써키트,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
007810,코리아써키트,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
007810,코리아써키트,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
017800,현대엘리베이터,A,B+,A,A,2021,6.0,5.0,6.0,6.0
017800,현대엘리베이터,A,B+,A,A,2018,6.0,5.0,6.0,6.0
017800,현대엘리베이터,A,B+,A,A,2017,6.0,5.0,6.0,6.0
017800,현대엘리베이터,B+,C,B+,A,2016,5.0,1.0,5.0,6.0
017800,현대엘리베이터,B이하,D,B+,B이하,2015,2.0,0.0,5.0,2.0
017800,현대엘리베이터,B이하,B,B+,B이하,2014,2.0,3.0,5.0,2.0
017800,현대엘리베이터,B+,B+,B+,B이하,2013,5.0,5.0,5.0,2.0
017800,현대엘리베이터,B+,B+,B이하,B+,2012,5.0,5.0,2.0,5.0
017800,현대엘리베이터,B+,B+,B+,B이하,2011,5.0,5.0,5.0,2.0
000240,한국앤컴퍼니,A,B+,A+,B+,2021,6.0,5.0,7.0,5.0
000660,SK하이닉스,A,B+,A+,A,2021,6.0,5.0,7.0,6.0
000660,SK하이닉스,A,B+,A+,B+,2018,6.0,5.0,7.0,5.0
000660,SK하이닉스,A,A,A,A,2017,6.0,6.0,6.0,6.0
000660,SK하이닉스,B+,A,B+,B+,2016,5.0,6.0,5.0,5.0
000660,SK하이닉스,B+,B+,B+,B+,2015,5.0,5.0,5.0,5.0
000660,SK하이닉스,B+,B,A,B+,2014,5.0,3.0,6.0,5.0
000660,SK하이닉스,A,B+,A+,A,2013,6.0,5.0,7.0,6.0
000660,SK하이닉스,A+,A+,A+,A+,2012,7.0,7.0,7.0,7.0
000660,SK하이닉스,A+,A+,A+,A+,2011,7.0,7.0,7.0,7.0
336260,두산퓨얼셀,B+,B,A,A,2021,5.0,3.0,6.0,6.0
002380,케이씨씨,B+,B+,A+,B,2021,5.0,5.0,7.0,3.0
002380,케이씨씨,B이하,C,B+,B+,2018,2.0,1.0,5.0,5.0
002380,케이씨씨,B+,B,A,A,2017,5.0,3.0,6.0,6.0
002380,케이씨씨,B+,C,A+,B+,2016,5.0,1.0,7.0,5.0
002380,케이씨씨,B이하,B,B이하,B+,2015,2.0,3.0,2.0,5.0
002380,케이씨씨,B+,B+,B이하,B+,2014,5.0,5.0,2.0,5.0
002380,케이씨씨,B+,B+,B이하,B+,2013,5.0,5.0,2.0,5.0
002380,케이씨씨,B+,B+,B이하,B+,2012,5.0,5.0,2.0,5.0
002380,케이씨씨,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
012630,HDC,B+,B,B+,A,2021,5.0,3.0,5.0,6.0
012630,HDC,B+,B+,B+,B이하,2018,5.0,5.0,5.0,2.0
006800,미래에셋증권,B+,A,A+,B,2021,5.0,6.0,7.0,3.0
006800,미래에셋증권,B+,A,B+,B이하,2016,5.0,6.0,5.0,2.0
006800,미래에셋증권,B이하,B+,B+,B이하,2015,2.0,5.0,5.0,2.0
006800,미래에셋증권,B+,B+,B+,B이하,2014,5.0,5.0,5.0,2.0
006800,미래에셋증권,B+,B+,B+,B이하,2013,5.0,5.0,5.0,2.0
006800,미래에셋증권,B이하,B+,B+,B이하,2012,2.0,5.0,5.0,2.0
006800,미래에셋증권,B이하,B,B이하,,2011,2.0,3.0,2.0,
014820,동원시스템즈,B,C,B+,B,2021,3.0,1.0,5.0,3.0
014820,동원시스템즈,B이하,C,B+,B이하,2018,2.0,1.0,5.0,2.0
014820,동원시스템즈,B이하,C,A,B+,2017,2.0,1.0,6.0,5.0
014820,동원시스템즈,B이하,C,B이하,B이하,2016,2.0,1.0,2.0,2.0
014820,동원시스템즈,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
014820,동원시스템즈,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
014820,동원시스템즈,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
014820,동원시스템즈,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
014820,동원시스템즈,,C,,B이하,2011,,1.0,,2.0
008040,사조동아원,B,C,B,B+,2021,3.0,1.0,3.0,5.0
008040,사조동아원,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
008040,사조동아원,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
008040,사조동아원,B이하,C,B이하,B이하,2016,2.0,1.0,2.0,2.0
008040,사조동아원,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
008040,사조동아원,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
008040,사조동아원,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
008040,사조동아원,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
008040,사조동아원,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
011790,SKC,A,A,A+,B+,2021,6.0,6.0,7.0,5.0
011790,SKC,B+,B+,A,B+,2018,5.0,5.0,6.0,5.0
011790,SKC,B+,B+,B+,A,2017,5.0,5.0,5.0,6.0
011790,SKC,B+,B+,B+,A,2016,5.0,5.0,5.0,6.0
011790,SKC,A,B+,A,A,2015,6.0,5.0,6.0,6.0
011790,SKC,A,B+,A,A,2014,6.0,5.0,6.0,6.0
011790,SKC,A,B+,A,A,2013,6.0,5.0,6.0,6.0
011790,SKC,A,A,A,A,2012,6.0,6.0,6.0,6.0
011790,SKC,A,A,A,A+,2011,6.0,6.0,6.0,7.0
008930,한미사이언스,A,B+,A+,A,2021,6.0,5.0,7.0,6.0
008930,한미사이언스,B이하,C,B+,B이하,2018,2.0,1.0,5.0,2.0
008930,한미사이언스,B이하,D,B이하,B이하,2017,2.0,0.0,2.0,2.0
008930,한미사이언스,B이하,C,B이하,B이하,2016,2.0,1.0,2.0,2.0
008930,한미사이언스,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
008930,한미사이언스,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
008930,한미사이언스,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
008930,한미사이언스,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
008930,한미사이언스,,B,,,2011,,3.0,,
005380,현대자동차,A,A,A,A,2021,6.0,6.0,6.0,6.0
005380,현대자동차,B+,B,B+,A,2018,5.0,3.0,5.0,6.0
005380,현대자동차,B+,B,B+,B+,2017,5.0,3.0,5.0,5.0
005380,현대자동차,B+,C,A,A,2016,5.0,1.0,6.0,6.0
005380,현대자동차,B이하,C,B+,B+,2015,2.0,1.0,5.0,5.0
005380,현대자동차,B+,B+,B+,B이하,2014,5.0,5.0,5.0,2.0
005380,현대자동차,A,B+,A,A,2013,6.0,5.0,6.0,6.0
005380,현대자동차,A,A,A,A,2012,6.0,6.0,6.0,6.0
005380,현대자동차,A+,A,A+,A,2011,7.0,6.0,7.0,6.0
052690,한전기술,B+,B,B+,B+,2021,5.0,3.0,5.0,5.0
052690,한전기술,B+,B,A,A,2018,5.0,3.0,6.0,6.0
052690,한전기술,B+,B,B+,A,2017,5.0,3.0,5.0,6.0
052690,한전기술,B+,B,B+,B+,2016,5.0,3.0,5.0,5.0
052690,한전기술,B이하,B,B이하,B+,2015,2.0,3.0,2.0,5.0
052690,한전기술,B이하,B,B이하,B+,2014,2.0,3.0,2.0,5.0
052690,한전기술,B이하,B,B이하,B+,2013,2.0,3.0,2.0,5.0
052690,한전기술,B+,B,A,B이하,2012,5.0,3.0,6.0,2.0
052690,한전기술,A,B,A,B이하,2011,6.0,3.0,6.0,2.0
002020,코오롱,B,B,B+,B,2021,3.0,3.0,5.0,3.0
002020,코오롱,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
002020,코오롱,B이하,B,B+,B이하,2017,2.0,3.0,5.0,2.0
002020,코오롱,B이하,C,B이하,B이하,2016,2.0,1.0,2.0,2.0
002020,코오롱,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
002020,코오롱,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
002020,코오롱,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
002020,코오롱,B이하,B,B+,B이하,2012,2.0,3.0,5.0,2.0
002020,코오롱,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
326030,에스케이바이오팜,,,,,,,,,
006380,카프로,B,B,C,B+,2021,3.0,3.0,1.0,5.0
006380,카프로,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
006380,카프로,B이하,B,B이하,B+,2017,2.0,3.0,2.0,5.0
006380,카프로,B이하,B,B이하,B+,2016,2.0,3.0,2.0,5.0
006380,카프로,B이하,C,B이하,B+,2015,2.0,1.0,2.0,5.0
006380,카프로,B이하,C,B이하,B+,2014,2.0,1.0,2.0,5.0
006380,카프로,B이하,B,B이하,B+,2013,2.0,3.0,2.0,5.0
006380,카프로,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
006380,카프로,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
282330,BGF리테일,A,A,A+,A,2021,6.0,6.0,7.0,6.0
