일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액,연도,월,일,요일,요일명,연도월,분기
2012-01-02,238.7,,,,,,,,,2012,1,2,0,월,2012.1,1
2012-01-03,245.89,7.19,3.01,,,,,,,2012,1,3,1,화,2012.1,1
2012-01-04,244.07,-1.82,-0.74,,,,,,,2012,1,4,2,수,2012.1,1
2012-01-05,243.52,-0.55,-0.23,,,,,,,2012,1,5,3,목,2012.1,1
2012-01-06,240.56,-2.96,-1.22,,,,,,,2012,1,6,4,금,2012.1,1
2012-01-09,238.0,-2.56,-1.06,,,,,,,2012,1,9,0,월,2012.1,1
2012-01-10,241.59,3.59,1.51,,,,,,,2012,1,10,1,화,2012.1,1
2012-01-11,240.69,-0.9,-0.37,,,,,,,2012,1,11,2,수,2012.1,1
2012-01-12,243.5,2.81,1.17,,,,,,,2012,1,12,3,목,2012.1,1
2012-01-13,245.26,1.76,0.72,,,,,,,2012,1,13,4,금,2012.1,1
2012-01-16,242.94,-2.32,-0.95,,,,,,,2012,1,16,0,월,2012.1,1
2012-01-17,247.84,4.9,2.02,,,,,,,2012,1,17,1,화,2012.1,1
2012-01-18,247.77,-0.07,-0.03,,,,,,,2012,1,18,2,수,2012.1,1
2012-01-19,251.75,3.98,1.61,,,,,,,2012,1,19,3,목,2012.1,1
2012-01-20,257.21,5.46,2.17,,,,,,,2012,1,20,4,금,2012.1,1
2012-01-25,257.97,0.76,0.3,,,,,,,2012,1,25,2,수,2012.1,1
2012-01-26,258.0,0.03,0.01,,,,,,,2012,1,26,3,목,2012.1,1
2012-01-27,259.09,1.09,0.42,,,,,,,2012,1,27,4,금,2012.1,1
2012-01-30,255.25,-3.84,-1.48,,,,,,,2012,1,30,0,월,2012.1,1
2012-01-31,256.69,1.44,0.56,,,,,,,2012,1,31,1,화,2012.1,1
2012-02-01,256.76,0.07,0.03,,,,,,,2012,2,1,2,수,2012.2,1
2012-02-02,259.94,3.18,1.24,,,,,,,2012,2,2,3,목,2012.2,1
2012-02-03,258.11,-1.83,-0.7,,,,,,,2012,2,3,4,금,2012.2,1
2012-02-06,258.47,0.36,0.14,,,,,,,2012,2,6,0,월,2012.2,1
2012-02-07,259.49,1.02,0.39,,,,,,,2012,2,7,1,화,2012.2,1
2012-02-08,262.54,3.05,1.18,,,,,,,2012,2,8,2,수,2012.2,1
2012-02-09,264.13,1.59,0.61,,,,,,,2012,2,9,3,목,2012.2,1
2012-02-10,260.65,-3.48,-1.32,,,,,,,2012,2,10,4,금,2012.2,1
2012-02-13,262.55,1.9,0.73,,,,,,,2012,2,13,0,월,2012.2,1
2012-02-14,262.09,-0.46,-0.18,,,,,,,2012,2,14,1,화,2012.2,1
2012-02-15,266.0,3.91,1.49,,,,,,,2012,2,15,2,수,2012.2,1
2012-02-16,261.84,-4.16,-1.56,,,,,,,2012,2,16,3,목,2012.2,1
2012-02-17,266.24,4.4,1.68,,,,,,,2012,2,17,4,금,2012.2,1
2012-02-20,266.22,-0.02,-0.01,,,,,,,2012,2,20,0,월,2012.2,1
2012-02-21,266.31,0.09,0.03,,,,,,,2012,2,21,1,화,2012.2,1
2012-02-22,267.13,0.82,0.31,,,,,,,2012,2,22,2,수,2012.2,1
2012-02-23,263.68,-3.45,-1.29,,,,,,,2012,2,23,3,목,2012.2,1
2012-02-24,265.38,1.7,0.64,,,,,,,2012,2,24,4,금,2012.2,1
2012-02-27,261.24,-4.14,-1.56,,,,,,,2012,2,27,0,월,2012.2,1
2012-02-28,263.55,2.31,0.88,,,,,,,2012,2,28,1,화,2012.2,1
2012-02-29,267.53,3.98,1.51,,,,,,,2012,2,29,2,수,2012.2,1
2012-03-02,267.81,0.28,0.1,,,,,,,2012,3,2,4,금,2012.3,1
2012-03-05,265.17,-2.64,-0.99,,,,,,,2012,3,5,0,월,2012.3,1
2012-03-06,263.29,-1.88,-0.71,,,,,,,2012,3,6,1,화,2012.3,1
2012-03-07,260.33,-2.96,-1.12,,,,,,,2012,3,7,2,수,2012.3,1
2012-03-08,262.97,2.64,1.01,,,,,,,2012,3,8,3,목,2012.3,1
2012-03-09,266.0,3.03,1.15,,,,,,,2012,3,9,4,금,2012.3,1
2012-03-12,264.03,-1.97,-0.74,,,,,,,2012,3,12,0,월,2012.3,1
2012-03-13,267.35,3.32,1.26,,,,,,,2012,3,13,1,화,2012.3,1
2012-03-14,270.35,3.0,1.12,,,,,,,2012,3,14,2,수,2012.3,1
2012-03-15,270.13,-0.22,-0.08,,,,,,,2012,3,15,3,목,2012.3,1
2012-03-16,268.46,-1.67,-0.62,,,,,,,2012,3,16,4,금,2012.3,1
2012-03-19,270.53,2.07,0.77,,,,,,,2012,3,19,0,월,2012.3,1
2012-03-20,270.09,-0.44,-0.16,,,,,,,2012,3,20,1,화,2012.3,1
2012-03-21,268.05,-2.04,-0.76,,,,,,,2012,3,21,2,수,2012.3,1
2012-03-22,268.41,0.36,0.13,,,,,,,2012,3,22,3,목,2012.3,1
2012-03-23,268.4,-0.01,0.0,,,,,,,2012,3,23,4,금,2012.3,1
2012-03-26,268.1,-0.3,-0.11,,,,,,,2012,3,26,0,월,2012.3,1
2012-03-27,271.57,3.47,1.29,,,,,,,2012,3,27,1,화,2012.3,1
2012-03-28,270.46,-1.11,-0.41,,,,,,,2012,3,28,2,수,2012.3,1
2012-03-29,267.99,-2.47,-0.91,,,,,,,2012,3,29,3,목,2012.3,1
2012-03-30,267.3,-0.69,-0.26,,,,,,,2012,3,30,4,금,2012.3,1
2012-04-02,270.17,2.87,1.07,,,,,,,2012,4,2,0,월,2012.4,2
2012-04-03,274.4,4.23,1.57,,,,,,,2012,4,3,1,화,2012.4,2
2012-04-04,270.05,-4.35,-1.59,,,,,,,2012,4,4,2,수,2012.4,2
2012-04-05,271.93,1.88,0.7,,,,,,,2012,4,5,3,목,2012.4,2
2012-04-06,272.1,0.17,0.06,,,,,,,2012,4,6,4,금,2012.4,2
2012-04-09,267.87,-4.23,-1.55,,,,,,,2012,4,9,0,월,2012.4,2
2012-04-10,266.98,-0.89,-0.33,,,,,,,2012,4,10,1,화,2012.4,2
2012-04-12,265.2,-1.78,-0.67,,,,,,,2012,4,12,3,목,2012.4,2
2012-04-13,268.15,2.95,1.11,,,,,,,2012,4,13,4,금,2012.4,2
2012-04-16,265.82,-2.33,-0.87,,,,,,,2012,4,16,0,월,2012.4,2
2012-04-17,264.43,-1.39,-0.52,,,,,,,2012,4,17,1,화,2012.4,2
2012-04-18,267.61,3.18,1.2,,,,,,,2012,4,18,2,수,2012.4,2
2012-04-19,266.85,-0.76,-0.28,,,,,,,2012,4,19,3,목,2012.4,2
2012-04-20,262.58,-4.27,-1.6,,,,,,,2012,4,20,4,금,2012.4,2
2012-04-23,262.44,-0.14,-0.05,,,,,,,2012,4,23,0,월,2012.4,2
2012-04-24,261.73,-0.71,-0.27,,,,,,,2012,4,24,1,화,2012.4,2
2012-04-25,262.05,0.32,0.12,,,,,,,2012,4,25,2,수,2012.4,2
2012-04-26,263.09,1.04,0.4,,,,,,,2012,4,26,3,목,2012.4,2
2012-04-27,265.22,2.13,0.81,,,,,,,2012,4,27,4,금,2012.4,2
2012-04-30,266.11,0.89,0.34,,,,,,,2012,4,30,0,월,2012.4,2
2012-05-02,268.5,2.39,0.9,,,,,,,2012,5,2,2,수,2012.5,2
2012-05-03,267.75,-0.75,-0.28,,,,,,,2012,5,3,3,목,2012.5,2
2012-05-04,265.64,-2.11,-0.79,,,,,,,2012,5,4,4,금,2012.5,2
2012-05-07,261.19,-4.45,-1.68,,,,,,,2012,5,7,0,월,2012.5,2
2012-05-08,262.29,1.1,0.42,,,,,,,2012,5,8,1,화,2012.5,2
2012-05-09,260.04,-2.25,-0.86,,,,,,,2012,5,9,2,수,2012.5,2
2012-05-10,259.08,-0.96,-0.37,,,,,,,2012,5,10,3,목,2012.5,2
2012-05-11,255.04,-4.04,-1.56,,,,,,,2012,5,11,4,금,2012.5,2
2012-05-14,255.8,0.76,0.3,,,,,,,2012,5,14,0,월,2012.5,2
2012-05-15,253.87,-1.93,-0.75,,,,,,,2012,5,15,1,화,2012.5,2
2012-05-16,244.6,-9.27,-3.65,,,,,,,2012,5,16,2,수,2012.5,2
2012-05-17,245.41,0.81,0.33,,,,,,,2012,5,17,3,목,2012.5,2
2012-05-18,236.41,-9.0,-3.67,,,,,,,2012,5,18,4,금,2012.5,2
2012-05-21,239.68,3.27,1.38,,,,,,,2012,5,21,0,월,2012.5,2
2012-05-22,243.72,4.04,1.69,,,,,,,2012,5,22,1,화,2012.5,2
2012-05-23,240.39,-3.33,-1.37,,,,,,,2012,5,23,2,수,2012.5,2
2012-05-24,241.05,0.66,0.27,,,,,,,2012,5,24,3,목,2012.5,2
2012-05-25,242.09,1.04,0.43,,,,,,,2012,5,25,4,금,2012.5,2
2012-05-29,245.87,3.78,1.56,,,,,,,2012,5,29,1,화,2012.5,2
2012-05-30,245.54,-0.33,-0.13,,,,,,,2012,5,30,2,수,2012.5,2
2012-05-31,244.44,-1.1,-0.45,,,,,,,2012,5,31,3,목,2012.5,2
2012-06-01,243.31,-1.13,-0.46,,,,,,,2012,6,1,4,금,2012.6,2
2012-06-04,236.24,-7.07,-2.91,,,,,,,2012,6,4,0,월,2012.6,2
2012-06-05,238.51,2.27,0.96,,,,,,,2012,6,5,1,화,2012.6,2
2012-06-07,245.84,7.33,3.07,,,,,,,2012,6,7,3,목,2012.6,2
2012-06-08,243.89,-1.95,-0.79,,,,,,,2012,6,8,4,금,2012.6,2
2012-06-11,248.75,4.86,1.99,,,,,,,2012,6,11,0,월,2012.6,2
2012-06-12,246.72,-2.03,-0.82,,,,,,,2012,6,12,1,화,2012.6,2
2012-06-13,247.44,0.72,0.29,,,,,,,2012,6,13,2,수,2012.6,2
2012-06-14,248.74,1.3,0.53,,,,,,,2012,6,14,3,목,2012.6,2
2012-06-15,246.57,-2.17,-0.87,,,,,,,2012,6,15,4,금,2012.6,2
2012-06-18,251.4,4.83,1.96,,,,,,,2012,6,18,0,월,2012.6,2
2012-06-19,251.38,-0.02,-0.01,,,,,,,2012,6,19,1,화,2012.6,2
2012-06-20,253.03,1.65,0.66,,,,,,,2012,6,20,2,수,2012.6,2
2012-06-21,250.22,-2.81,-1.11,,,,,,,2012,6,21,3,목,2012.6,2
2012-06-22,243.64,-6.58,-2.63,,,,,,,2012,6,22,4,금,2012.6,2
2012-06-25,239.65,-3.99,-1.64,,,,,,,2012,6,25,0,월,2012.6,2
2012-06-26,238.84,-0.81,-0.34,,,,,,,2012,6,26,1,화,2012.6,2
2012-06-27,239.13,0.29,0.12,,,,,,,2012,6,27,2,수,2012.6,2
2012-06-28,239.54,0.41,0.17,,,,,,,2012,6,28,3,목,2012.6,2
2012-06-29,244.41,4.87,2.03,,,,,,,2012,6,29,4,금,2012.6,2
2012-07-02,243.81,-0.6,-0.25,,,,,,,2012,7,2,0,월,2012.7,3
2012-07-03,246.26,2.45,1.0,,,,,,,2012,7,3,1,화,2012.7,3
2012-07-04,247.64,1.38,0.56,,,,,,,2012,7,4,2,수,2012.7,3
2012-07-05,247.25,-0.39,-0.16,,,,,,,2012,7,5,3,목,2012.7,3
2012-07-06,244.64,-2.61,-1.06,,,,,,,2012,7,6,4,금,2012.7,3
2012-07-09,240.97,-3.67,-1.5,,,,,,,2012,7,9,0,월,2012.7,3
2012-07-10,240.01,-0.96,-0.4,,,,,,,2012,7,10,1,화,2012.7,3
2012-07-11,239.33,-0.68,-0.28,,,,,,,2012,7,11,2,수,2012.7,3
2012-07-12,233.62,-5.71,-2.39,,,,,,,2012,7,12,3,목,2012.7,3
2012-07-13,238.25,4.63,1.98,,,,,,,2012,7,13,4,금,2012.7,3
2012-07-16,239.0,0.75,0.31,,,,,,,2012,7,16,0,월,2012.7,3
2012-07-17,239.84,0.84,0.35,,,,,,,2012,7,17,1,화,2012.7,3
2012-07-18,236.06,-3.78,-1.58,,,,,,,2012,7,18,2,수,2012.7,3
2012-07-19,240.1,4.04,1.71,,,,,,,2012,7,19,3,목,2012.7,3
2012-07-20,239.98,-0.12,-0.05,,,,,,,2012,7,20,4,금,2012.7,3
2012-07-23,235.21,-4.77,-1.99,,,,,,,2012,7,23,0,월,2012.7,3
2012-07-24,236.31,1.1,0.47,,,,,,,2012,7,24,1,화,2012.7,3
2012-07-25,233.02,-3.29,-1.39,,,,,,,2012,7,25,2,수,2012.7,3
2012-07-26,235.03,2.01,0.86,,,,,,,2012,7,26,3,목,2012.7,3
2012-07-27,242.36,7.33,3.12,,,,,,,2012,7,27,4,금,2012.7,3
2012-07-30,245.11,2.75,1.13,,,,,,,2012,7,30,0,월,2012.7,3
2012-07-31,250.78,5.67,2.31,,,,,,,2012,7,31,1,화,2012.7,3
2012-08-01,250.08,-0.7,-0.28,,,,,,,2012,8,1,2,수,2012.8,3
2012-08-02,248.23,-1.85,-0.74,,,,,,,2012,8,2,3,목,2012.8,3
2012-08-03,244.96,-3.27,-1.32,,,,,,,2012,8,3,4,금,2012.8,3
2012-08-06,250.94,5.98,2.44,,,,,,,2012,8,6,0,월,2012.8,3
2012-08-07,250.95,0.01,0.0,,,,,,,2012,8,7,1,화,2012.8,3
2012-08-08,253.63,2.68,1.07,,,,,,,2012,8,8,2,수,2012.8,3
2012-08-09,258.94,5.31,2.09,,,,,,,2012,8,9,3,목,2012.8,3
2012-08-10,259.81,0.87,0.34,,,,,,,2012,8,10,4,금,2012.8,3
2012-08-13,257.08,-2.73,-1.05,,,,,,,2012,8,13,0,월,2012.8,3
2012-08-14,260.67,3.59,1.4,,,,,,,2012,8,14,1,화,2012.8,3
2012-08-16,260.47,-0.2,-0.08,,,,,,,2012,8,16,3,목,2012.8,3
2012-08-17,258.32,-2.15,-0.83,,,,,,,2012,8,17,4,금,2012.8,3
2012-08-20,257.98,-0.34,-0.13,,,,,,,2012,8,20,0,월,2012.8,3
2012-08-21,257.55,-0.43,-0.17,,,,,,,2012,8,21,1,화,2012.8,3
2012-08-22,256.09,-1.46,-0.57,,,,,,,2012,8,22,2,수,2012.8,3
2012-08-23,256.96,0.87,0.34,,,,,,,2012,8,23,3,목,2012.8,3
2012-08-24,253.29,-3.67,-1.43,,,,,,,2012,8,24,4,금,2012.8,3
2012-08-27,251.38,-1.91,-0.75,,,,,,,2012,8,27,0,월,2012.8,3
2012-08-28,251.28,-0.1,-0.04,,,,,,,2012,8,28,1,화,2012.8,3
2012-08-29,253.12,1.84,0.73,,,,,,,2012,8,29,2,수,2012.8,3
2012-08-30,249.78,-3.34,-1.32,,,,,,,2012,8,30,3,목,2012.8,3
2012-08-31,249.5,-0.28,-0.11,,,,,,,2012,8,31,4,금,2012.8,3
2012-09-03,249.95,0.45,0.18,,,,,,,2012,9,3,0,월,2012.9,3
2012-09-04,249.15,-0.8,-0.32,,,,,,,2012,9,4,1,화,2012.9,3
2012-09-05,244.23,-4.92,-1.97,,,,,,,2012,9,5,2,수,2012.9,3
2012-09-06,245.07,0.84,0.34,,,,,,,2012,9,6,3,목,2012.9,3
2012-09-07,252.83,7.76,3.17,,,,,,,2012,9,7,4,금,2012.9,3
2012-09-10,252.45,-0.38,-0.15,,,,,,,2012,9,10,0,월,2012.9,3
2012-09-11,251.84,-0.61,-0.24,,,,,,,2012,9,11,1,화,2012.9,3
2012-09-12,256.11,4.27,1.7,,,,,,,2012,9,12,2,수,2012.9,3
2012-09-13,256.16,0.05,0.02,,,,,,,2012,9,13,3,목,2012.9,3
2012-09-14,264.68,8.52,3.33,,,,,,,2012,9,14,4,금,2012.9,3
2012-09-17,263.64,-1.04,-0.39,,,,,,,2012,9,17,0,월,2012.9,3
2012-09-18,263.75,0.11,0.04,,,,,,,2012,9,18,1,화,2012.9,3
2012-09-19,263.77,0.02,0.01,,,,,,,2012,9,19,2,수,2012.9,3
2012-09-20,260.89,-2.88,-1.09,,,,,,,2012,9,20,3,목,2012.9,3
2012-09-21,262.28,1.39,0.53,,,,,,,2012,9,21,4,금,2012.9,3
2012-09-24,262.78,0.5,0.19,,,,,,,2012,9,24,0,월,2012.9,3
2012-09-25,261.35,-1.43,-0.54,,,,,,,2012,9,25,1,화,2012.9,3
2012-09-26,259.88,-1.47,-0.56,,,,,,,2012,9,26,2,수,2012.9,3
2012-09-27,260.82,0.94,0.36,,,,,,,2012,9,27,3,목,2012.9,3
2012-09-28,261.64,0.82,0.31,,,,,,,2012,9,28,4,금,2012.9,3
2012-10-02,261.81,0.17,0.06,,,,,,,2012,10,2,1,화,2012.10,4
2012-10-04,261.37,-0.44,-0.17,,,,,,,2012,10,4,3,목,2012.10,4
2012-10-05,261.27,-0.1,-0.04,,,,,,,2012,10,5,4,금,2012.10,4
2012-10-08,259.2,-2.07,-0.79,,,,,,,2012,10,8,0,월,2012.10,4
2012-10-09,258.71,-0.49,-0.19,,,,,,,2012,10,9,1,화,2012.10,4
2012-10-10,254.06,-4.65,-1.8,,,,,,,2012,10,10,2,수,2012.10,4
2012-10-11,251.74,-2.32,-0.91,,,,,,,2012,10,11,3,목,2012.10,4
2012-10-12,250.74,-1.0,-0.4,,,,,,,2012,10,12,4,금,2012.10,4
2012-10-15,249.84,-0.9,-0.36,,,,,,,2012,10,15,0,월,2012.10,4
2012-10-16,252.72,2.88,1.15,,,,,,,2012,10,16,1,화,2012.10,4
2012-10-17,254.88,2.16,0.85,,,,,,,2012,10,17,2,수,2012.10,4
2012-10-18,256.41,1.53,0.6,,,,,,,2012,10,18,3,목,2012.10,4
2012-10-19,253.74,-2.67,-1.04,,,,,,,2012,10,19,4,금,2012.10,4
2012-10-22,253.23,-0.51,-0.2,,,,,,,2012,10,22,0,월,2012.10,4
2012-10-23,250.8,-2.43,-0.96,,,,,,,2012,10,23,1,화,2012.10,4
2012-10-24,248.28,-2.52,-1.0,,,,,,,2012,10,24,2,수,2012.10,4
2012-10-25,250.81,2.53,1.02,,,,,,,2012,10,25,3,목,2012.10,4
2012-10-26,246.1,-4.71,-1.88,,,,,,,2012,10,26,4,금,2012.10,4
2012-10-29,246.25,0.15,0.06,,,,,,,2012,10,29,0,월,2012.10,4
2012-10-30,247.28,1.03,0.42,,,,,,,2012,10,30,1,화,2012.10,4
2012-10-31,248.87,1.59,0.64,,,,,,,2012,10,31,2,수,2012.10,4
2012-11-01,246.28,-2.59,-1.04,,,,,,,2012,11,1,3,목,2012.11,4
2012-11-02,249.75,3.47,1.41,,,,,,,2012,11,2,4,금,2012.11,4
2012-11-05,248.12,-1.63,-0.65,,,,,,,2012,11,5,0,월,2012.11,4
2012-11-06,250.79,2.67,1.08,,,,,,,2012,11,6,1,화,2012.11,4
2012-11-07,252.23,1.44,0.57,,,,,,,2012,11,7,2,수,2012.11,4
2012-11-08,248.82,-3.41,-1.35,,,,,,,2012,11,8,3,목,2012.11,4
2012-11-09,247.13,-1.69,-0.68,,,,,,,2012,11,9,4,금,2012.11,4
2012-11-12,246.59,-0.54,-0.22,,,,,,,2012,11,12,0,월,2012.11,4
2012-11-13,245.43,-1.16,-0.47,,,,,,,2012,11,13,1,화,2012.11,4
2012-11-14,246.53,1.1,0.45,,,,,,,2012,11,14,2,수,2012.11,4
2012-11-15,243.23,-3.3,-1.34,,,,,,,2012,11,15,3,목,2012.11,4
2012-11-16,242.2,-1.03,-0.42,,,,,,,2012,11,16,4,금,2012.11,4
2012-11-19,244.39,2.19,0.9,,,,,,,2012,11,19,0,월,2012.11,4
2012-11-20,246.35,1.96,0.8,,,,,,,2012,11,20,1,화,2012.11,4
2012-11-21,245.72,-0.63,-0.26,,,,,,,2012,11,21,2,수,2012.11,4
2012-11-22,248.55,2.83,1.15,,,,,,,2012,11,22,3,목,2012.11,4
2012-11-23,250.83,2.28,0.92,,,,,,,2012,11,23,4,금,2012.11,4
2012-11-26,249.52,-1.31,-0.52,,,,,,,2012,11,26,0,월,2012.11,4
2012-11-27,252.77,3.25,1.3,,,,,,,2012,11,27,1,화,2012.11,4
2012-11-28,251.12,-1.65,-0.65,,,,,,,2012,11,28,2,수,2012.11,4
2012-11-29,254.17,3.05,1.21,,,,,,,2012,11,29,3,목,2012.11,4
2012-11-30,253.33,-0.84,-0.33,,,,,,,2012,11,30,4,금,2012.11,4
2012-12-03,254.99,1.66,0.66,,,,,,,2012,12,3,0,월,2012.12,4
2012-12-04,254.16,-0.83,-0.33,,,,,,,2012,12,4,1,화,2012.12,4
2012-12-05,256.18,2.02,0.79,,,,,,,2012,12,5,2,수,2012.12,4
2012-12-06,257.19,1.01,0.39,,,,,,,2012,12,6,3,목,2012.12,4
2012-12-07,259.05,1.86,0.72,,,,,,,2012,12,7,4,금,2012.12,4
2012-12-10,259.52,0.47,0.18,,,,,,,2012,12,10,0,월,2012.12,4
2012-12-11,260.72,1.2,0.46,,,,,,,2012,12,11,1,화,2012.12,4
2012-12-12,262.16,1.44,0.55,,,,,,,2012,12,12,2,수,2012.12,4
2012-12-13,266.58,4.42,1.69,,,,,,,2012,12,13,3,목,2012.12,4
2012-12-14,265.32,-1.26,-0.47,,,,,,,2012,12,14,4,금,2012.12,4
2012-12-17,263.34,-1.98,-0.75,,,,,,,2012,12,17,0,월,2012.12,4
2012-12-18,264.86,1.52,0.58,,,,,,,2012,12,18,1,화,2012.12,4
2012-12-20,265.49,0.63,0.24,,,,,,,2012,12,20,3,목,2012.12,4
2012-12-21,261.96,-3.53,-1.33,,,,,,,2012,12,21,4,금,2012.12,4
2012-12-24,262.27,0.31,0.12,,,,,,,2012,12,24,0,월,2012.12,4
2012-12-26,262.14,-0.13,-0.05,,,,,,,2012,12,26,2,수,2012.12,4
2012-12-27,262.9,0.76,0.29,,,,,,,2012,12,27,3,목,2012.12,4
2012-12-28,264.22,1.32,0.5,,,,,,,2012,12,28,4,금,2012.12,4
2013-01-02,269.96,5.74,2.17,,,,,,,2013,1,2,2,수,2013.1,1
2013-01-03,268.24,-1.72,-0.64,,,,,,,2013,1,3,3,목,2013.1,1
2013-01-04,266.54,-1.7,-0.63,,,,,,,2013,1,4,4,금,2013.1,1
2013-01-07,266.22,-0.32,-0.12,,,,,,,2013,1,7,0,월,2013.1,1
2013-01-08,264.08,-2.14,-0.8,,,,,,,2013,1,8,1,화,2013.1,1
2013-01-09,262.97,-1.11,-0.42,,,,,,,2013,1,9,2,수,2013.1,1
2013-01-10,265.2,2.23,0.85,,,,,,,2013,1,10,3,목,2013.1,1
2013-01-11,263.48,-1.72,-0.65,,,,,,,2013,1,11,4,금,2013.1,1
2013-01-14,265.28,1.8,0.68,,,,,,,2013,1,14,0,월,2013.1,1
2013-01-15,261.69,-3.59,-1.35,,,,,,,2013,1,15,1,화,2013.1,1
2013-01-16,261.08,-0.61,-0.23,,,,,,,2013,1,16,2,수,2013.1,1
2013-01-17,260.48,-0.6,-0.23,,,,,,,2013,1,17,3,목,2013.1,1
2013-01-18,262.35,1.87,0.72,,,,,,,2013,1,18,4,금,2013.1,1
2013-01-21,261.75,-0.6,-0.23,,,,,,,2013,1,21,0,월,2013.1,1
2013-01-22,263.57,1.82,0.7,,,,,,,2013,1,22,1,화,2013.1,1
2013-01-23,261.86,-1.71,-0.65,,,,,,,2013,1,23,2,수,2013.1,1
2013-01-24,259.39,-2.47,-0.94,,,,,,,2013,1,24,3,목,2013.1,1
2013-01-25,256.45,-2.94,-1.13,,,,,,,2013,1,25,4,금,2013.1,1
2013-01-28,254.9,-1.55,-0.6,,,,,,,2013,1,28,0,월,2013.1,1
2013-01-29,257.75,2.85,1.12,,,,,,,2013,1,29,1,화,2013.1,1
2013-01-30,259.0,1.25,0.48,,,,,,,2013,1,30,2,수,2013.1,1
2013-01-31,258.63,-0.37,-0.14,,,,,,,2013,1,31,3,목,2013.1,1
2013-02-01,258.29,-0.34,-0.13,,,,,,,2013,2,1,4,금,2013.2,1
2013-02-04,257.33,-0.96,-0.37,,,,,,,2013,2,4,0,월,2013.2,1
2013-02-05,255.04,-2.29,-0.89,,,,,,,2013,2,5,1,화,2013.2,1
2013-02-06,254.27,-0.77,-0.3,,,,,,,2013,2,6,2,수,2013.2,1
2013-02-07,254.0,-0.27,-0.11,,,,,,,2013,2,7,3,목,2013.2,1
2013-02-08,257.5,3.5,1.38,,,,,,,2013,2,8,4,금,2013.2,1
2013-02-12,257.41,-0.09,-0.03,,,,,,,2013,2,12,1,화,2013.2,1
2013-02-13,261.75,4.34,1.69,,,,,,,2013,2,13,2,수,2013.2,1
2013-02-14,262.24,0.49,0.19,,,,,,,2013,2,14,3,목,2013.2,1
2013-02-15,262.32,0.08,0.03,,,,,,,2013,2,15,4,금,2013.2,1
2013-02-18,262.16,-0.16,-0.06,,,,,,,2013,2,18,0,월,2013.2,1
2013-02-19,262.69,0.53,0.2,,,,,,,2013,2,19,1,화,2013.2,1
2013-02-20,269.1,6.41,2.44,,,,,,,2013,2,20,2,수,2013.2,1
2013-02-21,268.01,-1.09,-0.41,,,,,,,2013,2,21,3,목,2013.2,1
2013-02-22,268.07,0.06,0.02,,,,,,,2013,2,22,4,금,2013.2,1
2013-02-25,266.87,-1.2,-0.45,,,,,,,2013,2,25,0,월,2013.2,1
2013-02-26,265.41,-1.46,-0.55,,,,,,,2013,2,26,1,화,2013.2,1
2013-02-27,265.63,0.22,0.08,,,,,,,2013,2,27,2,수,2013.2,1
2013-02-28,268.42,2.79,1.05,,,,,,,2013,2,28,3,목,2013.2,1
2013-03-04,266.65,-1.77,-0.66,,,,,,,2013,3,4,0,월,2013.3,1
2013-03-05,267.01,0.36,0.14,,,,,,,2013,3,5,1,화,2013.3,1
2013-03-06,267.86,0.85,0.32,,,,,,,2013,3,6,2,수,2013.3,1
2013-03-07,265.2,-2.66,-0.99,,,,,,,2013,3,7,3,목,2013.3,1
2013-03-08,264.8,-0.4,-0.15,,,,,,,2013,3,8,4,금,2013.3,1
2013-03-11,264.26,-0.54,-0.2,,,,,,,2013,3,11,0,월,2013.3,1
2013-03-12,262.45,-1.81,-0.68,,,,,,,2013,3,12,1,화,2013.3,1
2013-03-13,263.54,1.09,0.42,,,,,,,2013,3,13,2,수,2013.3,1
2013-03-14,263.52,-0.02,-0.01,,,,,,,2013,3,14,3,목,2013.3,1
2013-03-15,260.76,-2.76,-1.05,,,,,,,2013,3,15,4,금,2013.3,1
2013-03-18,257.96,-2.8,-1.07,,,,,,,2013,3,18,0,월,2013.3,1
2013-03-19,259.61,1.65,0.64,,,,,,,2013,3,19,1,화,2013.3,1
2013-03-20,256.89,-2.72,-1.05,,,,,,,2013,3,20,2,수,2013.3,1
2013-03-21,255.61,-1.28,-0.5,,,,,,,2013,3,21,3,목,2013.3,1
2013-03-22,255.17,-0.44,-0.17,,,,,,,2013,3,22,4,금,2013.3,1
2013-03-25,259.67,4.5,1.76,,,,,,,2013,3,25,0,월,2013.3,1
2013-03-26,260.73,1.06,0.41,,,,,,,2013,3,26,1,화,2013.3,1
2013-03-27,262.14,1.41,0.54,,,,,,,2013,3,27,2,수,2013.3,1
2013-03-28,261.99,-0.15,-0.06,,,,,,,2013,3,28,3,목,2013.3,1
2013-03-29,263.44,1.45,0.55,,,,,,,2013,3,29,4,금,2013.3,1
2013-04-01,262.47,-0.97,-0.37,,,,,,,2013,4,1,0,월,2013.4,2
2013-04-02,260.92,-1.55,-0.59,,,,,,,2013,4,2,1,화,2013.4,2
2013-04-03,260.59,-0.33,-0.13,,,,,,,2013,4,3,2,수,2013.4,2
2013-04-04,257.12,-3.47,-1.33,,,,,,,2013,4,4,3,목,2013.4,2
2013-04-05,252.82,-4.3,-1.67,,,,,,,2013,4,5,4,금,2013.4,2
2013-04-08,252.85,0.03,0.01,,,,,,,2013,4,8,0,월,2013.4,2
2013-04-09,252.83,-0.02,-0.01,,,,,,,2013,4,9,1,화,2013.4,2
